"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC12233_2","NCTC13142_2","NCTC13277_2","NCTC13395_2","NCTC13616_2","NCTC1803_2","NCTC4137_2","NCTC6136_2","NCTC7988_2","NCTC9555_2"
"nirD","","nitrite reductase small subunit NirD","10","10","1","1","3407","","","","314","314","314","5ed739b8eba34d81c44a46f3a235e95d_5132","a6596c4a203e63fb6b02f6e492b61789_5098","635a081118a8dafa9e232517c2cf67f9_5209","ff262237f3470f60d8b7b16b3d58ad2c_5153","14c52b1fad0ff98e5cf49028371d6243_5060","4a58a390596d4900f56ec453eae7d1e7_4459","cc2e0eb80d2c122d721349f05f3eeaf8_4874","46fc0cff5994e5bf181db51ddfa21095_5182","0f07ae81df8f8d06fbc4da89d7ffc57a_5150","8517706599505fe9f8a7a5c896166270_5141"
"WP_000572040.1","","formate/nitrite transporter family protein","10","10","1","1","3402","","","","824","824","824","5ed739b8eba34d81c44a46f3a235e95d_5140","a6596c4a203e63fb6b02f6e492b61789_5106","635a081118a8dafa9e232517c2cf67f9_5217","ff262237f3470f60d8b7b16b3d58ad2c_5161","14c52b1fad0ff98e5cf49028371d6243_5068","4a58a390596d4900f56ec453eae7d1e7_4467","cc2e0eb80d2c122d721349f05f3eeaf8_4882","46fc0cff5994e5bf181db51ddfa21095_5190","0f07ae81df8f8d06fbc4da89d7ffc57a_5158","8517706599505fe9f8a7a5c896166270_5149"
"WP_000217724.1","","hypothetical protein","10","10","1","1","3280","","","","308","308","308","5ed739b8eba34d81c44a46f3a235e95d_5336","a6596c4a203e63fb6b02f6e492b61789_5306","635a081118a8dafa9e232517c2cf67f9_5401","ff262237f3470f60d8b7b16b3d58ad2c_5359","14c52b1fad0ff98e5cf49028371d6243_5268","4a58a390596d4900f56ec453eae7d1e7_4652","cc2e0eb80d2c122d721349f05f3eeaf8_5066","46fc0cff5994e5bf181db51ddfa21095_5388","0f07ae81df8f8d06fbc4da89d7ffc57a_5338","8517706599505fe9f8a7a5c896166270_5327"
"WP_000584499.1","","type II toxin-antitoxin system Phd/YefM family antitoxin","10","10","1","1","3397","","","","251","251","251","5ed739b8eba34d81c44a46f3a235e95d_5152","a6596c4a203e63fb6b02f6e492b61789_5116","635a081118a8dafa9e232517c2cf67f9_5227","ff262237f3470f60d8b7b16b3d58ad2c_5173","14c52b1fad0ff98e5cf49028371d6243_5078","4a58a390596d4900f56ec453eae7d1e7_4477","cc2e0eb80d2c122d721349f05f3eeaf8_4894","46fc0cff5994e5bf181db51ddfa21095_5200","0f07ae81df8f8d06fbc4da89d7ffc57a_5168","8517706599505fe9f8a7a5c896166270_5159"
"WP_000615461.1","","amino acid ABC transporter ATP-binding protein","10","10","1","1","3392","","","","731","731","731","5ed739b8eba34d81c44a46f3a235e95d_5162","a6596c4a203e63fb6b02f6e492b61789_5126","635a081118a8dafa9e232517c2cf67f9_5237","ff262237f3470f60d8b7b16b3d58ad2c_5183","14c52b1fad0ff98e5cf49028371d6243_5088","4a58a390596d4900f56ec453eae7d1e7_4487","cc2e0eb80d2c122d721349f05f3eeaf8_4906","46fc0cff5994e5bf181db51ddfa21095_5210","0f07ae81df8f8d06fbc4da89d7ffc57a_5178","8517706599505fe9f8a7a5c896166270_5169"
"hlgB","","bi-component gamma-hemolysin HlgAB/HlgCB subunit B","10","10","1","1","3380","","","","977","977","977","5ed739b8eba34d81c44a46f3a235e95d_5184","a6596c4a203e63fb6b02f6e492b61789_5148","635a081118a8dafa9e232517c2cf67f9_5259","ff262237f3470f60d8b7b16b3d58ad2c_5205","14c52b1fad0ff98e5cf49028371d6243_5110","4a58a390596d4900f56ec453eae7d1e7_4509","cc2e0eb80d2c122d721349f05f3eeaf8_4928","46fc0cff5994e5bf181db51ddfa21095_5232","0f07ae81df8f8d06fbc4da89d7ffc57a_5200","8517706599505fe9f8a7a5c896166270_5191"
"WP_000779350.1","","GtrA family protein","10","10","1","1","3369","","","","386","386","386","5ed739b8eba34d81c44a46f3a235e95d_5206","a6596c4a203e63fb6b02f6e492b61789_5172","635a081118a8dafa9e232517c2cf67f9_5281","ff262237f3470f60d8b7b16b3d58ad2c_5227","14c52b1fad0ff98e5cf49028371d6243_5134","4a58a390596d4900f56ec453eae7d1e7_4531","cc2e0eb80d2c122d721349f05f3eeaf8_4950","46fc0cff5994e5bf181db51ddfa21095_5254","0f07ae81df8f8d06fbc4da89d7ffc57a_5222","8517706599505fe9f8a7a5c896166270_5211"
"WP_001192075.1","","multidrug effflux MFS transporter","10","10","1","1","3366","","","","1211","1211","1211","5ed739b8eba34d81c44a46f3a235e95d_5212","a6596c4a203e63fb6b02f6e492b61789_5178","635a081118a8dafa9e232517c2cf67f9_5287","ff262237f3470f60d8b7b16b3d58ad2c_5233","14c52b1fad0ff98e5cf49028371d6243_5140","4a58a390596d4900f56ec453eae7d1e7_4537","cc2e0eb80d2c122d721349f05f3eeaf8_4956","46fc0cff5994e5bf181db51ddfa21095_5260","0f07ae81df8f8d06fbc4da89d7ffc57a_5228","8517706599505fe9f8a7a5c896166270_5217"
"WP_000690189.1","","phosphohydrolase","10","10","1","1","3363","","","","806","806","806","5ed739b8eba34d81c44a46f3a235e95d_5218","a6596c4a203e63fb6b02f6e492b61789_5184","635a081118a8dafa9e232517c2cf67f9_5293","ff262237f3470f60d8b7b16b3d58ad2c_5239","14c52b1fad0ff98e5cf49028371d6243_5146","4a58a390596d4900f56ec453eae7d1e7_4543","cc2e0eb80d2c122d721349f05f3eeaf8_4962","46fc0cff5994e5bf181db51ddfa21095_5266","0f07ae81df8f8d06fbc4da89d7ffc57a_5234","8517706599505fe9f8a7a5c896166270_5223"
"fetB","","iron export ABC transporter permease subunit FetB","10","10","1","1","3343","","","","776","776","776","5ed739b8eba34d81c44a46f3a235e95d_5254","a6596c4a203e63fb6b02f6e492b61789_5220","635a081118a8dafa9e232517c2cf67f9_5329","ff262237f3470f60d8b7b16b3d58ad2c_5279","14c52b1fad0ff98e5cf49028371d6243_5182","4a58a390596d4900f56ec453eae7d1e7_4584","cc2e0eb80d2c122d721349f05f3eeaf8_4998","46fc0cff5994e5bf181db51ddfa21095_5302","0f07ae81df8f8d06fbc4da89d7ffc57a_5270","8517706599505fe9f8a7a5c896166270_5259"
"WP_000173873.1","","ABC transporter ATP-binding protein","10","10","1","1","3331","","","","815","815","815","5ed739b8eba34d81c44a46f3a235e95d_5276","a6596c4a203e63fb6b02f6e492b61789_5240","635a081118a8dafa9e232517c2cf67f9_5345","ff262237f3470f60d8b7b16b3d58ad2c_5299","14c52b1fad0ff98e5cf49028371d6243_5202","4a58a390596d4900f56ec453eae7d1e7_4604","cc2e0eb80d2c122d721349f05f3eeaf8_5018","46fc0cff5994e5bf181db51ddfa21095_5322","0f07ae81df8f8d06fbc4da89d7ffc57a_5290","8517706599505fe9f8a7a5c896166270_5279"
"WP_078061122.1","","phospho-sugar mutase","10","10","1","1","3283","","","","1808","1808","1808","5ed739b8eba34d81c44a46f3a235e95d_5332","a6596c4a203e63fb6b02f6e492b61789_5302","635a081118a8dafa9e232517c2cf67f9_5397","ff262237f3470f60d8b7b16b3d58ad2c_5355","14c52b1fad0ff98e5cf49028371d6243_5264","4a58a390596d4900f56ec453eae7d1e7_4648","cc2e0eb80d2c122d721349f05f3eeaf8_5062","46fc0cff5994e5bf181db51ddfa21095_5384","0f07ae81df8f8d06fbc4da89d7ffc57a_5334","8517706599505fe9f8a7a5c896166270_5323"
"gntK","","gluconokinase","10","10","1","1","3267","","","","1553","1553","1553","5ed739b8eba34d81c44a46f3a235e95d_5360","a6596c4a203e63fb6b02f6e492b61789_5328","635a081118a8dafa9e232517c2cf67f9_5411","ff262237f3470f60d8b7b16b3d58ad2c_5381","14c52b1fad0ff98e5cf49028371d6243_5290","4a58a390596d4900f56ec453eae7d1e7_4671","cc2e0eb80d2c122d721349f05f3eeaf8_5090","46fc0cff5994e5bf181db51ddfa21095_5404","0f07ae81df8f8d06fbc4da89d7ffc57a_5359","8517706599505fe9f8a7a5c896166270_5348"
"WP_000586381.1","","FUSC family protein","10","10","1","1","3262","","","","1823","1823","1823","5ed739b8eba34d81c44a46f3a235e95d_5370","a6596c4a203e63fb6b02f6e492b61789_5338","635a081118a8dafa9e232517c2cf67f9_5421","ff262237f3470f60d8b7b16b3d58ad2c_5391","14c52b1fad0ff98e5cf49028371d6243_5300","4a58a390596d4900f56ec453eae7d1e7_4681","cc2e0eb80d2c122d721349f05f3eeaf8_5100","46fc0cff5994e5bf181db51ddfa21095_5414","0f07ae81df8f8d06fbc4da89d7ffc57a_5369","8517706599505fe9f8a7a5c896166270_5358"
"WP_000192177.1","","fructose-1,6-bisphosphatase","10","10","1","1","3251","","","","1964","1964","1964","5ed739b8eba34d81c44a46f3a235e95d_5386","a6596c4a203e63fb6b02f6e492b61789_5356","635a081118a8dafa9e232517c2cf67f9_5437","ff262237f3470f60d8b7b16b3d58ad2c_5407","14c52b1fad0ff98e5cf49028371d6243_5318","4a58a390596d4900f56ec453eae7d1e7_4697","cc2e0eb80d2c122d721349f05f3eeaf8_5118","46fc0cff5994e5bf181db51ddfa21095_5430","0f07ae81df8f8d06fbc4da89d7ffc57a_5387","8517706599505fe9f8a7a5c896166270_5376"
"WP_011443661.1","","membrane protein","10","10","1","1","3250","","","","905","1079","974","5ed739b8eba34d81c44a46f3a235e95d_5388","a6596c4a203e63fb6b02f6e492b61789_5358","635a081118a8dafa9e232517c2cf67f9_5439","ff262237f3470f60d8b7b16b3d58ad2c_5409","14c52b1fad0ff98e5cf49028371d6243_5320","4a58a390596d4900f56ec453eae7d1e7_4699","cc2e0eb80d2c122d721349f05f3eeaf8_5120","46fc0cff5994e5bf181db51ddfa21095_5432","0f07ae81df8f8d06fbc4da89d7ffc57a_5389","8517706599505fe9f8a7a5c896166270_5378"
"WP_000183742.1","","ring-cleaving dioxygenase","10","10","1","1","3248","","","","968","968","968","5ed739b8eba34d81c44a46f3a235e95d_5392","a6596c4a203e63fb6b02f6e492b61789_5362","635a081118a8dafa9e232517c2cf67f9_5443","ff262237f3470f60d8b7b16b3d58ad2c_5413","14c52b1fad0ff98e5cf49028371d6243_5324","4a58a390596d4900f56ec453eae7d1e7_4703","cc2e0eb80d2c122d721349f05f3eeaf8_5124","46fc0cff5994e5bf181db51ddfa21095_5436","0f07ae81df8f8d06fbc4da89d7ffc57a_5393","8517706599505fe9f8a7a5c896166270_5382"
"WP_001827191.1","","PTS fructose transporter subunit IIC","10","10","1","1","3229","","","","995","1043","1014","5ed739b8eba34d81c44a46f3a235e95d_5422","a6596c4a203e63fb6b02f6e492b61789_5394","635a081118a8dafa9e232517c2cf67f9_5471","ff262237f3470f60d8b7b16b3d58ad2c_5443","14c52b1fad0ff98e5cf49028371d6243_5356","4a58a390596d4900f56ec453eae7d1e7_4733","cc2e0eb80d2c122d721349f05f3eeaf8_5154","46fc0cff5994e5bf181db51ddfa21095_5466","0f07ae81df8f8d06fbc4da89d7ffc57a_5423","8517706599505fe9f8a7a5c896166270_5412"
"WP_000240662.1","","thioredoxin family protein","10","10","1","1","3225","","","","344","356","347","5ed739b8eba34d81c44a46f3a235e95d_5430","a6596c4a203e63fb6b02f6e492b61789_5402","635a081118a8dafa9e232517c2cf67f9_5479","ff262237f3470f60d8b7b16b3d58ad2c_5451","14c52b1fad0ff98e5cf49028371d6243_5364","4a58a390596d4900f56ec453eae7d1e7_4741","cc2e0eb80d2c122d721349f05f3eeaf8_5162","46fc0cff5994e5bf181db51ddfa21095_5474","0f07ae81df8f8d06fbc4da89d7ffc57a_5431","8517706599505fe9f8a7a5c896166270_5420"
"WP_000455861.1","","CHAP domain-containing protein","10","10","1","1","3217","","","","431","431","431","5ed739b8eba34d81c44a46f3a235e95d_5446","a6596c4a203e63fb6b02f6e492b61789_5420","635a081118a8dafa9e232517c2cf67f9_5495","ff262237f3470f60d8b7b16b3d58ad2c_5467","14c52b1fad0ff98e5cf49028371d6243_5382","4a58a390596d4900f56ec453eae7d1e7_4757","cc2e0eb80d2c122d721349f05f3eeaf8_5178","46fc0cff5994e5bf181db51ddfa21095_5490","0f07ae81df8f8d06fbc4da89d7ffc57a_5447","8517706599505fe9f8a7a5c896166270_5436"
"farE","","fatty acid efflux MMPL transporter FarE","10","10","1","1","3209","","","","2489","2489","2489","5ed739b8eba34d81c44a46f3a235e95d_5468","a6596c4a203e63fb6b02f6e492b61789_5436","635a081118a8dafa9e232517c2cf67f9_5511","ff262237f3470f60d8b7b16b3d58ad2c_5489","14c52b1fad0ff98e5cf49028371d6243_5398","4a58a390596d4900f56ec453eae7d1e7_4773","cc2e0eb80d2c122d721349f05f3eeaf8_5194","46fc0cff5994e5bf181db51ddfa21095_5508","0f07ae81df8f8d06fbc4da89d7ffc57a_5463","8517706599505fe9f8a7a5c896166270_5452"
"copZ","","copper chaperone CopZ","10","10","1","1","3200","","","","206","206","206","5ed739b8eba34d81c44a46f3a235e95d_5482","a6596c4a203e63fb6b02f6e492b61789_5450","635a081118a8dafa9e232517c2cf67f9_5525","ff262237f3470f60d8b7b16b3d58ad2c_5503","14c52b1fad0ff98e5cf49028371d6243_5412","4a58a390596d4900f56ec453eae7d1e7_4787","cc2e0eb80d2c122d721349f05f3eeaf8_5208","46fc0cff5994e5bf181db51ddfa21095_5522","0f07ae81df8f8d06fbc4da89d7ffc57a_5477","8517706599505fe9f8a7a5c896166270_5466"
"WP_000625067.1","","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","10","10","1","1","3198","","","","1154","1154","1154","5ed739b8eba34d81c44a46f3a235e95d_5486","a6596c4a203e63fb6b02f6e492b61789_5454","635a081118a8dafa9e232517c2cf67f9_5529","ff262237f3470f60d8b7b16b3d58ad2c_5507","14c52b1fad0ff98e5cf49028371d6243_5416","4a58a390596d4900f56ec453eae7d1e7_4791","cc2e0eb80d2c122d721349f05f3eeaf8_5212","46fc0cff5994e5bf181db51ddfa21095_5526","0f07ae81df8f8d06fbc4da89d7ffc57a_5481","8517706599505fe9f8a7a5c896166270_5470"
"WP_000686168.1","","NAD(P)/FAD-dependent oxidoreductase","10","10","1","1","3197","","","","1508","1508","1508","5ed739b8eba34d81c44a46f3a235e95d_5488","a6596c4a203e63fb6b02f6e492b61789_5456","635a081118a8dafa9e232517c2cf67f9_5531","ff262237f3470f60d8b7b16b3d58ad2c_5509","14c52b1fad0ff98e5cf49028371d6243_5418","4a58a390596d4900f56ec453eae7d1e7_4793","cc2e0eb80d2c122d721349f05f3eeaf8_5214","46fc0cff5994e5bf181db51ddfa21095_5528","0f07ae81df8f8d06fbc4da89d7ffc57a_5483","8517706599505fe9f8a7a5c896166270_5472"
"WP_000871727.1","","glycosyltransferase family 2 protein","10","10","1","1","3195","","","","1127","1127","1127","5ed739b8eba34d81c44a46f3a235e95d_5492","a6596c4a203e63fb6b02f6e492b61789_5460","635a081118a8dafa9e232517c2cf67f9_5535","ff262237f3470f60d8b7b16b3d58ad2c_5513","14c52b1fad0ff98e5cf49028371d6243_5422","4a58a390596d4900f56ec453eae7d1e7_4797","cc2e0eb80d2c122d721349f05f3eeaf8_5218","46fc0cff5994e5bf181db51ddfa21095_5532","0f07ae81df8f8d06fbc4da89d7ffc57a_5487","8517706599505fe9f8a7a5c896166270_5476"
"WP_000706519.1","","GTP-binding protein","10","10","1","1","3173","","","","890","890","890","5ed739b8eba34d81c44a46f3a235e95d_5530","a6596c4a203e63fb6b02f6e492b61789_5500","635a081118a8dafa9e232517c2cf67f9_5571","ff262237f3470f60d8b7b16b3d58ad2c_5551","14c52b1fad0ff98e5cf49028371d6243_5462","4a58a390596d4900f56ec453eae7d1e7_4833","cc2e0eb80d2c122d721349f05f3eeaf8_5256","46fc0cff5994e5bf181db51ddfa21095_5570","0f07ae81df8f8d06fbc4da89d7ffc57a_5523","8517706599505fe9f8a7a5c896166270_5512"
"WP_000987949.1","","TIGR04197 family type VII secretion effector","10","10","1","1","3167","","","","278","278","278","5ed739b8eba34d81c44a46f3a235e95d_5540","a6596c4a203e63fb6b02f6e492b61789_5510","635a081118a8dafa9e232517c2cf67f9_5581","ff262237f3470f60d8b7b16b3d58ad2c_5561","14c52b1fad0ff98e5cf49028371d6243_5472","4a58a390596d4900f56ec453eae7d1e7_4843","cc2e0eb80d2c122d721349f05f3eeaf8_5266","46fc0cff5994e5bf181db51ddfa21095_5580","0f07ae81df8f8d06fbc4da89d7ffc57a_5533","8517706599505fe9f8a7a5c896166270_5522"
"WP_001005529.1","","fructosamine kinase family protein","10","10","1","1","3166","","","","866","866","866","5ed739b8eba34d81c44a46f3a235e95d_5542","a6596c4a203e63fb6b02f6e492b61789_5512","635a081118a8dafa9e232517c2cf67f9_5583","ff262237f3470f60d8b7b16b3d58ad2c_5563","14c52b1fad0ff98e5cf49028371d6243_5474","4a58a390596d4900f56ec453eae7d1e7_4845","cc2e0eb80d2c122d721349f05f3eeaf8_5268","46fc0cff5994e5bf181db51ddfa21095_5582","0f07ae81df8f8d06fbc4da89d7ffc57a_5535","8517706599505fe9f8a7a5c896166270_5524"
"WP_000125698.1","","glyoxalase/bleomycin resistance/extradiol dioxygenase family protein","10","10","1","1","3162","","","","449","449","449","5ed739b8eba34d81c44a46f3a235e95d_5550","a6596c4a203e63fb6b02f6e492b61789_5520","635a081118a8dafa9e232517c2cf67f9_5591","ff262237f3470f60d8b7b16b3d58ad2c_5571","14c52b1fad0ff98e5cf49028371d6243_5482","4a58a390596d4900f56ec453eae7d1e7_4853","cc2e0eb80d2c122d721349f05f3eeaf8_5276","46fc0cff5994e5bf181db51ddfa21095_5590","0f07ae81df8f8d06fbc4da89d7ffc57a_5543","8517706599505fe9f8a7a5c896166270_5532"
"WP_001071565.1","","CocE/NonD family hydrolase","10","10","1","1","3160","","","","1037","1682","1617","5ed739b8eba34d81c44a46f3a235e95d_5556","a6596c4a203e63fb6b02f6e492b61789_5524","635a081118a8dafa9e232517c2cf67f9_5595","ff262237f3470f60d8b7b16b3d58ad2c_5577","14c52b1fad0ff98e5cf49028371d6243_5486","4a58a390596d4900f56ec453eae7d1e7_4857","cc2e0eb80d2c122d721349f05f3eeaf8_5280","46fc0cff5994e5bf181db51ddfa21095_5592","0f07ae81df8f8d06fbc4da89d7ffc57a_5547","8517706599505fe9f8a7a5c896166270_5536"
"WP_001789904.1","","aspartate 1-decarboxylase","10","10","1","1","3157","","","","371","383","375","5ed739b8eba34d81c44a46f3a235e95d_5558","a6596c4a203e63fb6b02f6e492b61789_5530","635a081118a8dafa9e232517c2cf67f9_5597","ff262237f3470f60d8b7b16b3d58ad2c_5579","14c52b1fad0ff98e5cf49028371d6243_5492","4a58a390596d4900f56ec453eae7d1e7_4861","cc2e0eb80d2c122d721349f05f3eeaf8_5284","46fc0cff5994e5bf181db51ddfa21095_5598","0f07ae81df8f8d06fbc4da89d7ffc57a_5551","8517706599505fe9f8a7a5c896166270_5540"
"WP_001031407.1","","fructose bisphosphate aldolase","10","10","1","1","3147","","","","890","890","890","5ed739b8eba34d81c44a46f3a235e95d_5576","a6596c4a203e63fb6b02f6e492b61789_5550","635a081118a8dafa9e232517c2cf67f9_5615","ff262237f3470f60d8b7b16b3d58ad2c_5597","14c52b1fad0ff98e5cf49028371d6243_5512","4a58a390596d4900f56ec453eae7d1e7_4879","cc2e0eb80d2c122d721349f05f3eeaf8_5302","46fc0cff5994e5bf181db51ddfa21095_5616","0f07ae81df8f8d06fbc4da89d7ffc57a_5569","8517706599505fe9f8a7a5c896166270_5558"
"WP_001028784.1","","antibiotic biosynthesis monooxygenase","10","10","1","1","3142","","","","443","443","443","5ed739b8eba34d81c44a46f3a235e95d_5584","a6596c4a203e63fb6b02f6e492b61789_5558","635a081118a8dafa9e232517c2cf67f9_5623","ff262237f3470f60d8b7b16b3d58ad2c_5605","14c52b1fad0ff98e5cf49028371d6243_5520","4a58a390596d4900f56ec453eae7d1e7_4887","cc2e0eb80d2c122d721349f05f3eeaf8_5310","46fc0cff5994e5bf181db51ddfa21095_5624","0f07ae81df8f8d06fbc4da89d7ffc57a_5577","8517706599505fe9f8a7a5c896166270_5566"
"WP_000198598.1","","GbsR/MarR family transcriptional regulator","10","10","1","1","3137","","","","563","563","563","5ed739b8eba34d81c44a46f3a235e95d_5594","a6596c4a203e63fb6b02f6e492b61789_5568","635a081118a8dafa9e232517c2cf67f9_5633","ff262237f3470f60d8b7b16b3d58ad2c_5615","14c52b1fad0ff98e5cf49028371d6243_5530","4a58a390596d4900f56ec453eae7d1e7_4897","cc2e0eb80d2c122d721349f05f3eeaf8_5320","46fc0cff5994e5bf181db51ddfa21095_5634","0f07ae81df8f8d06fbc4da89d7ffc57a_5587","8517706599505fe9f8a7a5c896166270_5576"
"WP_000776730.1","","ABC transporter permease","10","10","1","1","3120","","","","2000","2000","2000","5ed739b8eba34d81c44a46f3a235e95d_5624","a6596c4a203e63fb6b02f6e492b61789_5596","635a081118a8dafa9e232517c2cf67f9_5661","ff262237f3470f60d8b7b16b3d58ad2c_5645","14c52b1fad0ff98e5cf49028371d6243_5558","4a58a390596d4900f56ec453eae7d1e7_4923","cc2e0eb80d2c122d721349f05f3eeaf8_5350","46fc0cff5994e5bf181db51ddfa21095_5662","0f07ae81df8f8d06fbc4da89d7ffc57a_5613","8517706599505fe9f8a7a5c896166270_5602"
"WP_001109867.1","","flavin reductase family protein","10","10","1","1","3083","","","","692","692","692","5ed739b8eba34d81c44a46f3a235e95d_5694","a6596c4a203e63fb6b02f6e492b61789_5666","635a081118a8dafa9e232517c2cf67f9_5733","ff262237f3470f60d8b7b16b3d58ad2c_5717","14c52b1fad0ff98e5cf49028371d6243_5628","4a58a390596d4900f56ec453eae7d1e7_4993","cc2e0eb80d2c122d721349f05f3eeaf8_5420","46fc0cff5994e5bf181db51ddfa21095_5732","0f07ae81df8f8d06fbc4da89d7ffc57a_5683","8517706599505fe9f8a7a5c896166270_5672"
"WP_000301926.1","","peptide-methionine (S)-S-oxide reductase","10","10","1","1","3073","","","","476","476","476","5ed739b8eba34d81c44a46f3a235e95d_5704","a6596c4a203e63fb6b02f6e492b61789_5676","635a081118a8dafa9e232517c2cf67f9_5743","ff262237f3470f60d8b7b16b3d58ad2c_5727","14c52b1fad0ff98e5cf49028371d6243_5638","4a58a390596d4900f56ec453eae7d1e7_5011","cc2e0eb80d2c122d721349f05f3eeaf8_5430","46fc0cff5994e5bf181db51ddfa21095_5742","0f07ae81df8f8d06fbc4da89d7ffc57a_5701","8517706599505fe9f8a7a5c896166270_5692"
"hisH","","imidazole glycerol phosphate synthase subunit HisH","10","10","1","1","3058","","","","578","578","578","5ed739b8eba34d81c44a46f3a235e95d_5734","a6596c4a203e63fb6b02f6e492b61789_5706","635a081118a8dafa9e232517c2cf67f9_5771","ff262237f3470f60d8b7b16b3d58ad2c_5757","14c52b1fad0ff98e5cf49028371d6243_5668","4a58a390596d4900f56ec453eae7d1e7_5041","cc2e0eb80d2c122d721349f05f3eeaf8_5458","46fc0cff5994e5bf181db51ddfa21095_5772","0f07ae81df8f8d06fbc4da89d7ffc57a_5731","8517706599505fe9f8a7a5c896166270_5722"
"WP_000944133.1","","ATP phosphoribosyltransferase","10","10","1","1","3054","","","","614","614","614","5ed739b8eba34d81c44a46f3a235e95d_5742","a6596c4a203e63fb6b02f6e492b61789_5714","635a081118a8dafa9e232517c2cf67f9_5779","ff262237f3470f60d8b7b16b3d58ad2c_5765","14c52b1fad0ff98e5cf49028371d6243_5676","4a58a390596d4900f56ec453eae7d1e7_5049","cc2e0eb80d2c122d721349f05f3eeaf8_5466","46fc0cff5994e5bf181db51ddfa21095_5780","0f07ae81df8f8d06fbc4da89d7ffc57a_5739","8517706599505fe9f8a7a5c896166270_5730"
"WP_000410769.1","","HdeD family acid-resistance protein","10","10","1","1","3035","","","","512","512","512","5ed739b8eba34d81c44a46f3a235e95d_5782","a6596c4a203e63fb6b02f6e492b61789_5744","635a081118a8dafa9e232517c2cf67f9_5817","ff262237f3470f60d8b7b16b3d58ad2c_5805","14c52b1fad0ff98e5cf49028371d6243_5706","4a58a390596d4900f56ec453eae7d1e7_5077","cc2e0eb80d2c122d721349f05f3eeaf8_5504","46fc0cff5994e5bf181db51ddfa21095_5820","0f07ae81df8f8d06fbc4da89d7ffc57a_5767","8517706599505fe9f8a7a5c896166270_5758"
"WP_072433290.1","","NAD-dependent epimerase/dehydratase family protein","10","10","1","1","1203","","","","980","986","981","5ed739b8eba34d81c44a46f3a235e95d_209","a6596c4a203e63fb6b02f6e492b61789_205","635a081118a8dafa9e232517c2cf67f9_256","ff262237f3470f60d8b7b16b3d58ad2c_213","14c52b1fad0ff98e5cf49028371d6243_205","4a58a390596d4900f56ec453eae7d1e7_5257","cc2e0eb80d2c122d721349f05f3eeaf8_165","46fc0cff5994e5bf181db51ddfa21095_155","0f07ae81df8f8d06fbc4da89d7ffc57a_157","8517706599505fe9f8a7a5c896166270_157"
"WP_045172593.1","","hypothetical protein","10","10","1","1","1071","","","","788","788","788","5ed739b8eba34d81c44a46f3a235e95d_51","a6596c4a203e63fb6b02f6e492b61789_51","635a081118a8dafa9e232517c2cf67f9_51","ff262237f3470f60d8b7b16b3d58ad2c_51","14c52b1fad0ff98e5cf49028371d6243_51","4a58a390596d4900f56ec453eae7d1e7_5153","cc2e0eb80d2c122d721349f05f3eeaf8_51","46fc0cff5994e5bf181db51ddfa21095_51","0f07ae81df8f8d06fbc4da89d7ffc57a_51","8517706599505fe9f8a7a5c896166270_51"
"aaa","","autolysin/adhesin Aaa","10","10","1","1","2402","","","","1004","1007","1005","5ed739b8eba34d81c44a46f3a235e95d_985","a6596c4a203e63fb6b02f6e492b61789_857","635a081118a8dafa9e232517c2cf67f9_912","ff262237f3470f60d8b7b16b3d58ad2c_853","14c52b1fad0ff98e5cf49028371d6243_821","4a58a390596d4900f56ec453eae7d1e7_442","cc2e0eb80d2c122d721349f05f3eeaf8_849","46fc0cff5994e5bf181db51ddfa21095_981","0f07ae81df8f8d06fbc4da89d7ffc57a_981","8517706599505fe9f8a7a5c896166270_976"
"WP_001074546.1","","mannosyl-glycoprotein endo-beta-N-acetylglucosamidase","10","10","1","1","1755","","","","3770","3779","3773","5ed739b8eba34d81c44a46f3a235e95d_2130","a6596c4a203e63fb6b02f6e492b61789_1954","635a081118a8dafa9e232517c2cf67f9_2079","ff262237f3470f60d8b7b16b3d58ad2c_1964","14c52b1fad0ff98e5cf49028371d6243_1918","4a58a390596d4900f56ec453eae7d1e7_1507","cc2e0eb80d2c122d721349f05f3eeaf8_1942","46fc0cff5994e5bf181db51ddfa21095_2212","0f07ae81df8f8d06fbc4da89d7ffc57a_2062","8517706599505fe9f8a7a5c896166270_2060"
"WP_000414178.1","","bifunctional metallophosphatase/5'-nucleotidase","10","10","1","1","1788","","","","1463","1514","1506","5ed739b8eba34d81c44a46f3a235e95d_2058","a6596c4a203e63fb6b02f6e492b61789_1880","635a081118a8dafa9e232517c2cf67f9_2009","ff262237f3470f60d8b7b16b3d58ad2c_1894","14c52b1fad0ff98e5cf49028371d6243_1844","4a58a390596d4900f56ec453eae7d1e7_1441","cc2e0eb80d2c122d721349f05f3eeaf8_1872","46fc0cff5994e5bf181db51ddfa21095_2144","0f07ae81df8f8d06fbc4da89d7ffc57a_1994","8517706599505fe9f8a7a5c896166270_1992"
