"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10047_2","NCTC10080_2","NCTC10436_2","NCTC13175_2","NCTC4840_2","NCTC5706_2","NCTC5716_2","NCTC5741_2","NCTC5791_2","NCTC6017_2"
"WP_000488545.1","","DUF1311 domain-containing protein","7","7","1","1","675","","","","827","827","827","","3a4164c7505bb5d25b67cc08b6e6c176_7083","","8c337c75870066c7edf421eabf2a3849_6457","","e2beb81cc53f5f2dca879fc3cbafdbb5_6833","3769ff932ef4964888ed10339eca08e9_6970","34b0a8d969f18b9f4b245d9e2e270fbf_2381","f73384227e558735e4d06d33f21c4335_6562","2429ebe1b70a7dc44da671065d2f1e2f_6891"
"phnR","","phosphonate utilization transcriptional regulator PhnR","7","7","1","1","601","","","","719","719","719","","3a4164c7505bb5d25b67cc08b6e6c176_7219","","8c337c75870066c7edf421eabf2a3849_6593","489654d668b099aba1108a156a10fb33_6867","e2beb81cc53f5f2dca879fc3cbafdbb5_6971","3769ff932ef4964888ed10339eca08e9_7107","34b0a8d969f18b9f4b245d9e2e270fbf_2241","f73384227e558735e4d06d33f21c4335_6703",""
"phnT","","2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT","7","7","1","1","603","","","","1109","1109","1109","","3a4164c7505bb5d25b67cc08b6e6c176_7223","","8c337c75870066c7edf421eabf2a3849_6597","489654d668b099aba1108a156a10fb33_6871","e2beb81cc53f5f2dca879fc3cbafdbb5_6975","3769ff932ef4964888ed10339eca08e9_7111","34b0a8d969f18b9f4b245d9e2e270fbf_2237","f73384227e558735e4d06d33f21c4335_6707",""
"phnV","","2-aminoethylphosphonate ABC transport system, membrane component PhnV","7","7","1","1","605","","","","797","797","797","","3a4164c7505bb5d25b67cc08b6e6c176_7227","","8c337c75870066c7edf421eabf2a3849_6601","489654d668b099aba1108a156a10fb33_6875","e2beb81cc53f5f2dca879fc3cbafdbb5_6979","3769ff932ef4964888ed10339eca08e9_7115","34b0a8d969f18b9f4b245d9e2e270fbf_2233","f73384227e558735e4d06d33f21c4335_6711",""
"foxA","","ferrioxamine B receptor FoxA","7","7","1","1","360","","","","2090","2108","2105","","3a4164c7505bb5d25b67cc08b6e6c176_7347","1d003073a6ba14d334cd248f59261d0c_7111","8c337c75870066c7edf421eabf2a3849_6723","","e2beb81cc53f5f2dca879fc3cbafdbb5_7107","3769ff932ef4964888ed10339eca08e9_7243","34b0a8d969f18b9f4b245d9e2e270fbf_2109","f73384227e558735e4d06d33f21c4335_6837",""
"WP_000074605.1","","helix-turn-helix domain-containing protein","7","7","1","1","361","","","","1004","1004","1004","","3a4164c7505bb5d25b67cc08b6e6c176_7349","","8c337c75870066c7edf421eabf2a3849_6725","489654d668b099aba1108a156a10fb33_7005","e2beb81cc53f5f2dca879fc3cbafdbb5_7109","3769ff932ef4964888ed10339eca08e9_7245","34b0a8d969f18b9f4b245d9e2e270fbf_2107","f73384227e558735e4d06d33f21c4335_6839",""
"mdsC","","multidrug efflux transporter outer membrane subunit MdsC","7","7","1","1","336","","","","1457","1457","1457","","3a4164c7505bb5d25b67cc08b6e6c176_7375","","8c337c75870066c7edf421eabf2a3849_6751","489654d668b099aba1108a156a10fb33_7031","e2beb81cc53f5f2dca879fc3cbafdbb5_7135","3769ff932ef4964888ed10339eca08e9_7271","34b0a8d969f18b9f4b245d9e2e270fbf_2081","f73384227e558735e4d06d33f21c4335_6865",""
"WP_023893321.1","","EAL domain-containing protein","7","7","1","1","374","","","","1574","1574","1574","","3a4164c7505bb5d25b67cc08b6e6c176_7389","","8c337c75870066c7edf421eabf2a3849_6765","489654d668b099aba1108a156a10fb33_7045","e2beb81cc53f5f2dca879fc3cbafdbb5_7149","3769ff932ef4964888ed10339eca08e9_7285","34b0a8d969f18b9f4b245d9e2e270fbf_2067","f73384227e558735e4d06d33f21c4335_6879",""
"WP_023245183.1","","RNA ligase RtcB family protein","7","7","1","1","425","","","","1139","1139","1139","","3a4164c7505bb5d25b67cc08b6e6c176_7448","","8c337c75870066c7edf421eabf2a3849_6828","489654d668b099aba1108a156a10fb33_7082","e2beb81cc53f5f2dca879fc3cbafdbb5_7208","","34b0a8d969f18b9f4b245d9e2e270fbf_2005","f73384227e558735e4d06d33f21c4335_6938","2429ebe1b70a7dc44da671065d2f1e2f_7417"
"pagN","","adhesin/invasin protein PagN","7","7","1","1","397","","","","719","719","719","","3a4164c7505bb5d25b67cc08b6e6c176_7464","","8c337c75870066c7edf421eabf2a3849_6844","","e2beb81cc53f5f2dca879fc3cbafdbb5_7224","3769ff932ef4964888ed10339eca08e9_7342","34b0a8d969f18b9f4b245d9e2e270fbf_1989","f73384227e558735e4d06d33f21c4335_6956","2429ebe1b70a7dc44da671065d2f1e2f_7433"
"WP_023204746.1","","fimbrial biogenesis outer membrane usher protein","7","7","1","1","6168","","","","2510","2510","2510","","3a4164c7505bb5d25b67cc08b6e6c176_7494","","8c337c75870066c7edf421eabf2a3849_6874","489654d668b099aba1108a156a10fb33_7132","e2beb81cc53f5f2dca879fc3cbafdbb5_7236","3769ff932ef4964888ed10339eca08e9_7376","34b0a8d969f18b9f4b245d9e2e270fbf_1977","f73384227e558735e4d06d33f21c4335_6990",""
"WP_000207240.1","","class I SAM-dependent methyltransferase","7","7","1","1","6472","","","","770","770","770","","3a4164c7505bb5d25b67cc08b6e6c176_7609","","8c337c75870066c7edf421eabf2a3849_6965","489654d668b099aba1108a156a10fb33_7237","e2beb81cc53f5f2dca879fc3cbafdbb5_7333","3769ff932ef4964888ed10339eca08e9_7481","34b0a8d969f18b9f4b245d9e2e270fbf_1866","f73384227e558735e4d06d33f21c4335_7083",""
"WP_023209675.1","","MFS transporter","7","7","1","1","6290","","","","1175","1175","1175","","3a4164c7505bb5d25b67cc08b6e6c176_7613","","8c337c75870066c7edf421eabf2a3849_6969","489654d668b099aba1108a156a10fb33_7241","e2beb81cc53f5f2dca879fc3cbafdbb5_7337","3769ff932ef4964888ed10339eca08e9_7485","34b0a8d969f18b9f4b245d9e2e270fbf_1862","f73384227e558735e4d06d33f21c4335_7087",""
"tilS","","tRNA lysidine(34) synthetase TilS","7","7","1","1","6449","","","","1292","1292","1292","","3a4164c7505bb5d25b67cc08b6e6c176_7661","","8c337c75870066c7edf421eabf2a3849_7017","489654d668b099aba1108a156a10fb33_7289","e2beb81cc53f5f2dca879fc3cbafdbb5_7387","3769ff932ef4964888ed10339eca08e9_7533","34b0a8d969f18b9f4b245d9e2e270fbf_1814","f73384227e558735e4d06d33f21c4335_7135",""
"WP_001101536.1","","hypothetical protein","7","7","1","1","6341","","","","323","323","323","","3a4164c7505bb5d25b67cc08b6e6c176_7827","","8c337c75870066c7edf421eabf2a3849_7171","","e2beb81cc53f5f2dca879fc3cbafdbb5_7539","3769ff932ef4964888ed10339eca08e9_7687","34b0a8d969f18b9f4b245d9e2e270fbf_1646","f73384227e558735e4d06d33f21c4335_7289","2429ebe1b70a7dc44da671065d2f1e2f_7748"
"WP_151324352.1","","lysine-N-methylase","7","7","1","1","3830","","","","1205","1211","1205","4faf440b7ae03605f2bb8c219a1cbecd_4120","","1d003073a6ba14d334cd248f59261d0c_3842","8c337c75870066c7edf421eabf2a3849_3645","489654d668b099aba1108a156a10fb33_3740","e2beb81cc53f5f2dca879fc3cbafdbb5_3772","","34b0a8d969f18b9f4b245d9e2e270fbf_5144","f73384227e558735e4d06d33f21c4335_3607",""
"WP_001148369.1","","DedA family protein","7","7","1","1","7396","","","","767","767","767","","3a4164c7505bb5d25b67cc08b6e6c176_7956","","8c337c75870066c7edf421eabf2a3849_7288","489654d668b099aba1108a156a10fb33_7560","e2beb81cc53f5f2dca879fc3cbafdbb5_7658","3769ff932ef4964888ed10339eca08e9_7804","34b0a8d969f18b9f4b245d9e2e270fbf_1517","f73384227e558735e4d06d33f21c4335_7408",""
"group_5142","citG","triphosphoribosyl-dephospho-CoA synthase CitG","7","7","1","1","7439","","","","908","908","908","","3a4164c7505bb5d25b67cc08b6e6c176_8038","","8c337c75870066c7edf421eabf2a3849_7370","","e2beb81cc53f5f2dca879fc3cbafdbb5_7740","3769ff932ef4964888ed10339eca08e9_7886","34b0a8d969f18b9f4b245d9e2e270fbf_1435","f73384227e558735e4d06d33f21c4335_7490","2429ebe1b70a7dc44da671065d2f1e2f_7953"
"WP_094963787.1","","glycoside hydrolase family 31 protein","7","7","1","1","3544","","","","2039","2039","2039","","3a4164c7505bb5d25b67cc08b6e6c176_8082","","8c337c75870066c7edf421eabf2a3849_7414","489654d668b099aba1108a156a10fb33_7690","e2beb81cc53f5f2dca879fc3cbafdbb5_7784","3769ff932ef4964888ed10339eca08e9_7930","34b0a8d969f18b9f4b245d9e2e270fbf_1391","f73384227e558735e4d06d33f21c4335_7534",""
"WP_000701247.1","","fimbrial protein BcfD","7","7","1","1","3566","","","","1007","1007","1007","","3a4164c7505bb5d25b67cc08b6e6c176_8118","","8c337c75870066c7edf421eabf2a3849_7446","489654d668b099aba1108a156a10fb33_7726","","3769ff932ef4964888ed10339eca08e9_7966","34b0a8d969f18b9f4b245d9e2e270fbf_1355","f73384227e558735e4d06d33f21c4335_7568","2429ebe1b70a7dc44da671065d2f1e2f_8039"
"bcfB","","fimbrial biogenesis chaperone BcfB","7","7","1","1","3568","","","","686","686","686","","3a4164c7505bb5d25b67cc08b6e6c176_8122","","8c337c75870066c7edf421eabf2a3849_7450","489654d668b099aba1108a156a10fb33_7730","e2beb81cc53f5f2dca879fc3cbafdbb5_7824","3769ff932ef4964888ed10339eca08e9_7970","34b0a8d969f18b9f4b245d9e2e270fbf_1351","f73384227e558735e4d06d33f21c4335_7572",""
"WP_000680522.1","","fimbrial assembly chaperone","7","7","1","1","3599","","","","683","683","683","","3a4164c7505bb5d25b67cc08b6e6c176_8179","","8c337c75870066c7edf421eabf2a3849_7507","","e2beb81cc53f5f2dca879fc3cbafdbb5_7881","3769ff932ef4964888ed10339eca08e9_8026","34b0a8d969f18b9f4b245d9e2e270fbf_1294","f73384227e558735e4d06d33f21c4335_7628","2429ebe1b70a7dc44da671065d2f1e2f_8099"
"creD","","cell envelope integrity protein CreD","7","7","1","1","3604","","","","1349","1349","1349","","3a4164c7505bb5d25b67cc08b6e6c176_8187","","","489654d668b099aba1108a156a10fb33_7794","e2beb81cc53f5f2dca879fc3cbafdbb5_7889","3769ff932ef4964888ed10339eca08e9_8034","34b0a8d969f18b9f4b245d9e2e270fbf_1286","f73384227e558735e4d06d33f21c4335_7636","2429ebe1b70a7dc44da671065d2f1e2f_8107"
"WP_001090314.1","","DUF2501 domain-containing protein","7","7","1","1","3653","","","","461","461","461","","3a4164c7505bb5d25b67cc08b6e6c176_8286","","8c337c75870066c7edf421eabf2a3849_7614","","e2beb81cc53f5f2dca879fc3cbafdbb5_7980","3769ff932ef4964888ed10339eca08e9_8125","34b0a8d969f18b9f4b245d9e2e270fbf_1187","f73384227e558735e4d06d33f21c4335_7735","2429ebe1b70a7dc44da671065d2f1e2f_8200"
"WP_000178065.1","","PTS mannose/fructose/sorbose transporter family subunit IID","7","7","1","1","3502","","","","836","848","841","","3a4164c7505bb5d25b67cc08b6e6c176_8294","1d003073a6ba14d334cd248f59261d0c_7967","","489654d668b099aba1108a156a10fb33_7901","e2beb81cc53f5f2dca879fc3cbafdbb5_7988","3769ff932ef4964888ed10339eca08e9_8133","34b0a8d969f18b9f4b245d9e2e270fbf_1179","f73384227e558735e4d06d33f21c4335_7743",""
"WP_000228866.1","","PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC","7","7","1","1","3501","","","","779","779","779","","3a4164c7505bb5d25b67cc08b6e6c176_8296","1d003073a6ba14d334cd248f59261d0c_7969","","489654d668b099aba1108a156a10fb33_7903","e2beb81cc53f5f2dca879fc3cbafdbb5_7990","3769ff932ef4964888ed10339eca08e9_8135","34b0a8d969f18b9f4b245d9e2e270fbf_1177","f73384227e558735e4d06d33f21c4335_7745",""
"WP_111753589.1","","sigma-54-dependent transcriptional regulator","7","7","1","1","3658","","","","2765","2765","2765","","3a4164c7505bb5d25b67cc08b6e6c176_8302","1d003073a6ba14d334cd248f59261d0c_7975","","489654d668b099aba1108a156a10fb33_7909","e2beb81cc53f5f2dca879fc3cbafdbb5_7996","3769ff932ef4964888ed10339eca08e9_8141","34b0a8d969f18b9f4b245d9e2e270fbf_1171","f73384227e558735e4d06d33f21c4335_7751",""
"WP_000907671.1","","type VI secretion system tube protein Hcp","7","7","1","1","3690","","","","530","530","530","","3a4164c7505bb5d25b67cc08b6e6c176_8358","","8c337c75870066c7edf421eabf2a3849_7656","489654d668b099aba1108a156a10fb33_7949","e2beb81cc53f5f2dca879fc3cbafdbb5_8046","3769ff932ef4964888ed10339eca08e9_8189","34b0a8d969f18b9f4b245d9e2e270fbf_1123","f73384227e558735e4d06d33f21c4335_7801",""
"WP_064173738.1","","tyrosine-type recombinase/integrase","7","7","1","1","2322","","","","107","1079","788","4faf440b7ae03605f2bb8c219a1cbecd_4295","3a4164c7505bb5d25b67cc08b6e6c176_5619","","8c337c75870066c7edf421eabf2a3849_3818","489654d668b099aba1108a156a10fb33_3913","e2beb81cc53f5f2dca879fc3cbafdbb5_3943","3769ff932ef4964888ed10339eca08e9_4082","34b0a8d969f18b9f4b245d9e2e270fbf_4971","",""
"WP_023209929.1","","DUF898 domain-containing protein","7","7","1","1","3338","","","","1187","1187","1187","","3a4164c7505bb5d25b67cc08b6e6c176_8457","","8c337c75870066c7edf421eabf2a3849_7729","489654d668b099aba1108a156a10fb33_8028","e2beb81cc53f5f2dca879fc3cbafdbb5_8122","3769ff932ef4964888ed10339eca08e9_8246","34b0a8d969f18b9f4b245d9e2e270fbf_1036","f73384227e558735e4d06d33f21c4335_7908",""
"WP_000826193.1","","DUF3617 domain-containing protein","7","7","1","1","2997","","","","488","488","488","","3a4164c7505bb5d25b67cc08b6e6c176_8461","","8c337c75870066c7edf421eabf2a3849_7733","489654d668b099aba1108a156a10fb33_8032","e2beb81cc53f5f2dca879fc3cbafdbb5_8126","3769ff932ef4964888ed10339eca08e9_8250","34b0a8d969f18b9f4b245d9e2e270fbf_1032","f73384227e558735e4d06d33f21c4335_7912",""
"ulaC","","PTS ascorbate transporter subunit IIA","7","7","1","1","3241","","","","464","464","464","","3a4164c7505bb5d25b67cc08b6e6c176_8597","","8c337c75870066c7edf421eabf2a3849_7905","489654d668b099aba1108a156a10fb33_8166","e2beb81cc53f5f2dca879fc3cbafdbb5_8266","3769ff932ef4964888ed10339eca08e9_8394","34b0a8d969f18b9f4b245d9e2e270fbf_860","f73384227e558735e4d06d33f21c4335_8050",""
"WP_000921676.1","","AraC family transcriptional regulator","7","7","1","1","5372","","","","875","875","875","","3a4164c7505bb5d25b67cc08b6e6c176_8966","","","489654d668b099aba1108a156a10fb33_8334","e2beb81cc53f5f2dca879fc3cbafdbb5_8412","3769ff932ef4964888ed10339eca08e9_8542","34b0a8d969f18b9f4b245d9e2e270fbf_714","f73384227e558735e4d06d33f21c4335_8198","2429ebe1b70a7dc44da671065d2f1e2f_8713"
"pdeR","","cyclic di-GMP phosphodiesterase","7","7","1","1","1959","","","","1982","1982","1982","4faf440b7ae03605f2bb8c219a1cbecd_4754","3a4164c7505bb5d25b67cc08b6e6c176_5279","1d003073a6ba14d334cd248f59261d0c_4506","","","e2beb81cc53f5f2dca879fc3cbafdbb5_4432","3769ff932ef4964888ed10339eca08e9_4453","34b0a8d969f18b9f4b245d9e2e270fbf_4614","f73384227e558735e4d06d33f21c4335_4161",""
"melB","","melibiose:sodium transporter MelB","7","7","1","1","5315","","","","1430","1430","1430","","3a4164c7505bb5d25b67cc08b6e6c176_8996","","8c337c75870066c7edf421eabf2a3849_8099","489654d668b099aba1108a156a10fb33_8362","e2beb81cc53f5f2dca879fc3cbafdbb5_8442","3769ff932ef4964888ed10339eca08e9_8572","34b0a8d969f18b9f4b245d9e2e270fbf_684","f73384227e558735e4d06d33f21c4335_8226",""
"nrfB","","cytochrome c nitrite reductase pentaheme subunit","7","7","1","1","5279","","","","566","566","566","","3a4164c7505bb5d25b67cc08b6e6c176_9042","","","489654d668b099aba1108a156a10fb33_8408","e2beb81cc53f5f2dca879fc3cbafdbb5_8488","3769ff932ef4964888ed10339eca08e9_8618","34b0a8d969f18b9f4b245d9e2e270fbf_638","f73384227e558735e4d06d33f21c4335_8270","2429ebe1b70a7dc44da671065d2f1e2f_8785"
"WP_000875179.1","","membrane protein","7","7","1","1","5224","","","","1388","1388","1388","","3a4164c7505bb5d25b67cc08b6e6c176_9080","","","489654d668b099aba1108a156a10fb33_8446","e2beb81cc53f5f2dca879fc3cbafdbb5_8526","3769ff932ef4964888ed10339eca08e9_8656","34b0a8d969f18b9f4b245d9e2e270fbf_600","f73384227e558735e4d06d33f21c4335_8308","2429ebe1b70a7dc44da671065d2f1e2f_8829"
"WP_000666689.1","","DUF1287 domain-containing protein","7","7","1","1","4395","","","","623","623","623","","3a4164c7505bb5d25b67cc08b6e6c176_9379","","8c337c75870066c7edf421eabf2a3849_8482","","e2beb81cc53f5f2dca879fc3cbafdbb5_8801","3769ff932ef4964888ed10339eca08e9_8931","34b0a8d969f18b9f4b245d9e2e270fbf_289","f73384227e558735e4d06d33f21c4335_8585","2429ebe1b70a7dc44da671065d2f1e2f_9116"
"WP_023193107.1","","GntR family transcriptional regulator","7","7","1","1","4375","","","","722","722","722","","3a4164c7505bb5d25b67cc08b6e6c176_9441","","8c337c75870066c7edf421eabf2a3849_8562","489654d668b099aba1108a156a10fb33_8783","e2beb81cc53f5f2dca879fc3cbafdbb5_8881","3769ff932ef4964888ed10339eca08e9_9011","34b0a8d969f18b9f4b245d9e2e270fbf_209","f73384227e558735e4d06d33f21c4335_8665",""
"WP_000777314.1","","MFS transporter","7","7","1","1","4379","","","","1334","1334","1334","","3a4164c7505bb5d25b67cc08b6e6c176_9447","","8c337c75870066c7edf421eabf2a3849_8568","489654d668b099aba1108a156a10fb33_8789","e2beb81cc53f5f2dca879fc3cbafdbb5_8887","3769ff932ef4964888ed10339eca08e9_9017","34b0a8d969f18b9f4b245d9e2e270fbf_203","f73384227e558735e4d06d33f21c4335_8671",""
"WP_001091413.1","","TRAP transporter small permease","7","7","1","1","4816","","","","515","515","515","","3a4164c7505bb5d25b67cc08b6e6c176_9473","1d003073a6ba14d334cd248f59261d0c_8980","8c337c75870066c7edf421eabf2a3849_8592","","e2beb81cc53f5f2dca879fc3cbafdbb5_8913","3769ff932ef4964888ed10339eca08e9_9125","34b0a8d969f18b9f4b245d9e2e270fbf_107","f73384227e558735e4d06d33f21c4335_8695",""
"WP_000566800.1","","TRAP transporter large permease","7","7","1","1","4814","","","","1307","1307","1307","","3a4164c7505bb5d25b67cc08b6e6c176_9475","1d003073a6ba14d334cd248f59261d0c_8982","","489654d668b099aba1108a156a10fb33_8815","e2beb81cc53f5f2dca879fc3cbafdbb5_8915","3769ff932ef4964888ed10339eca08e9_9127","34b0a8d969f18b9f4b245d9e2e270fbf_105","f73384227e558735e4d06d33f21c4335_8697",""
"fdhD","","formate dehydrogenase accessory sulfurtransferase FdhD","7","7","1","1","4795","","","","836","836","836","","3a4164c7505bb5d25b67cc08b6e6c176_9505","","8c337c75870066c7edf421eabf2a3849_8624","489654d668b099aba1108a156a10fb33_8843","e2beb81cc53f5f2dca879fc3cbafdbb5_8945","3769ff932ef4964888ed10339eca08e9_9157","34b0a8d969f18b9f4b245d9e2e270fbf_75","f73384227e558735e4d06d33f21c4335_8727",""
"WP_000084251.1","","MFS transporter","7","7","1","1","4762","","","","1382","1382","1382","","3a4164c7505bb5d25b67cc08b6e6c176_9547","1d003073a6ba14d334cd248f59261d0c_9060","8c337c75870066c7edf421eabf2a3849_8666","489654d668b099aba1108a156a10fb33_8885","e2beb81cc53f5f2dca879fc3cbafdbb5_8987","3769ff932ef4964888ed10339eca08e9_9195","","","2429ebe1b70a7dc44da671065d2f1e2f_9304"
"polA","","DNA polymerase I","7","7","1","1","4677","","","","2786","2786","2786","","3a4164c7505bb5d25b67cc08b6e6c176_9583","1d003073a6ba14d334cd248f59261d0c_9088","","489654d668b099aba1108a156a10fb33_8923","e2beb81cc53f5f2dca879fc3cbafdbb5_9013","3769ff932ef4964888ed10339eca08e9_9221","34b0a8d969f18b9f4b245d9e2e270fbf_9120","f73384227e558735e4d06d33f21c4335_8809",""
"WP_000009908.1","","permease","7","7","1","1","6736","","","","698","698","698","","3a4164c7505bb5d25b67cc08b6e6c176_9870","","8c337c75870066c7edf421eabf2a3849_8989","","e2beb81cc53f5f2dca879fc3cbafdbb5_9296","3769ff932ef4964888ed10339eca08e9_9498","34b0a8d969f18b9f4b245d9e2e270fbf_8843","f73384227e558735e4d06d33f21c4335_9088","2429ebe1b70a7dc44da671065d2f1e2f_9621"
"WP_000162549.1","","PTS transporter subunit EIIC","7","7","1","1","6740","","","","1373","1373","1373","","3a4164c7505bb5d25b67cc08b6e6c176_9880","","","489654d668b099aba1108a156a10fb33_9208","e2beb81cc53f5f2dca879fc3cbafdbb5_9306","3769ff932ef4964888ed10339eca08e9_9508","34b0a8d969f18b9f4b245d9e2e270fbf_8833","f73384227e558735e4d06d33f21c4335_9098","2429ebe1b70a7dc44da671065d2f1e2f_9633"
"WP_001136079.1","","uracil-xanthine permease","7","7","1","1","1589","","","","1325","1334","1326","","3a4164c7505bb5d25b67cc08b6e6c176_432","1d003073a6ba14d334cd248f59261d0c_411","8c337c75870066c7edf421eabf2a3849_449","","e2beb81cc53f5f2dca879fc3cbafdbb5_423","3769ff932ef4964888ed10339eca08e9_417","34b0a8d969f18b9f4b245d9e2e270fbf_8362","f73384227e558735e4d06d33f21c4335_435",""
"WP_017465337.1","","hypothetical protein","7","7","1","1","5746","","","","545","545","545","","3a4164c7505bb5d25b67cc08b6e6c176_650","","8c337c75870066c7edf421eabf2a3849_651","","e2beb81cc53f5f2dca879fc3cbafdbb5_639","3769ff932ef4964888ed10339eca08e9_631","34b0a8d969f18b9f4b245d9e2e270fbf_8150","f73384227e558735e4d06d33f21c4335_647","2429ebe1b70a7dc44da671065d2f1e2f_667"
"WP_000678254.1","","DeoR/GlpR transcriptional regulator","7","7","1","1","6344","","","","767","767","767","","","1d003073a6ba14d334cd248f59261d0c_7539","8c337c75870066c7edf421eabf2a3849_7161","489654d668b099aba1108a156a10fb33_7437","","3769ff932ef4964888ed10339eca08e9_7677","34b0a8d969f18b9f4b245d9e2e270fbf_1656","f73384227e558735e4d06d33f21c4335_7279","2429ebe1b70a7dc44da671065d2f1e2f_7738"
"WP_000824901.1","","glycosyltransferase family 4 protein","7","7","1","1","3073","","","","1133","1133","1133","4faf440b7ae03605f2bb8c219a1cbecd_7159","3a4164c7505bb5d25b67cc08b6e6c176_6600","1d003073a6ba14d334cd248f59261d0c_6386","","489654d668b099aba1108a156a10fb33_6306","e2beb81cc53f5f2dca879fc3cbafdbb5_6395","3769ff932ef4964888ed10339eca08e9_6528","","f73384227e558735e4d06d33f21c4335_6118",""
"WP_000226492.1","","hypothetical protein","7","7","1","1","726","","","","311","695","365","4faf440b7ae03605f2bb8c219a1cbecd_7471","3a4164c7505bb5d25b67cc08b6e6c176_6977","","8c337c75870066c7edf421eabf2a3849_6351","","e2beb81cc53f5f2dca879fc3cbafdbb5_6727","3769ff932ef4964888ed10339eca08e9_6862","34b0a8d969f18b9f4b245d9e2e270fbf_2487","f73384227e558735e4d06d33f21c4335_6454",""
"fliK","","flagellar hook length control protein FliK","7","7","1","1","3846","","","","1217","1223","1218","","3a4164c7505bb5d25b67cc08b6e6c176_5840","","8c337c75870066c7edf421eabf2a3849_3613","489654d668b099aba1108a156a10fb33_3708","e2beb81cc53f5f2dca879fc3cbafdbb5_3737","3769ff932ef4964888ed10339eca08e9_3877","34b0a8d969f18b9f4b245d9e2e270fbf_5176","f73384227e558735e4d06d33f21c4335_3575",""
"WP_001129956.1","","hypothetical protein","7","7","1","1","2119","","","","1319","1325","1322","","3a4164c7505bb5d25b67cc08b6e6c176_5027","","8c337c75870066c7edf421eabf2a3849_5052","","e2beb81cc53f5f2dca879fc3cbafdbb5_4658","3769ff932ef4964888ed10339eca08e9_4683","34b0a8d969f18b9f4b245d9e2e270fbf_4388","f73384227e558735e4d06d33f21c4335_4391","2429ebe1b70a7dc44da671065d2f1e2f_4717"
"WP_126524156.1","","sodium:alanine symporter family protein","7","7","1","1","7918","","","","1433","1436","1433","","3a4164c7505bb5d25b67cc08b6e6c176_6141","","8c337c75870066c7edf421eabf2a3849_5556","","e2beb81cc53f5f2dca879fc3cbafdbb5_5888","3769ff932ef4964888ed10339eca08e9_6010","34b0a8d969f18b9f4b245d9e2e270fbf_3292","f73384227e558735e4d06d33f21c4335_5617","2429ebe1b70a7dc44da671065d2f1e2f_5948"
"WP_001088050.1","","epimerase","7","7","1","1","4389","","","","764","764","764","","","","8c337c75870066c7edf421eabf2a3849_8538","489654d668b099aba1108a156a10fb33_8759","e2beb81cc53f5f2dca879fc3cbafdbb5_8857","3769ff932ef4964888ed10339eca08e9_8987","34b0a8d969f18b9f4b245d9e2e270fbf_233","f73384227e558735e4d06d33f21c4335_8641","2429ebe1b70a7dc44da671065d2f1e2f_9172"
"lsrG","","(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase","7","7","1","1","4388","","","","290","290","290","","","","8c337c75870066c7edf421eabf2a3849_8540","489654d668b099aba1108a156a10fb33_8761","e2beb81cc53f5f2dca879fc3cbafdbb5_8859","3769ff932ef4964888ed10339eca08e9_8989","34b0a8d969f18b9f4b245d9e2e270fbf_231","f73384227e558735e4d06d33f21c4335_8643","2429ebe1b70a7dc44da671065d2f1e2f_9174"
"lsrF","","3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase","7","7","1","1","4387","","","","875","875","875","","","","8c337c75870066c7edf421eabf2a3849_8542","489654d668b099aba1108a156a10fb33_8763","e2beb81cc53f5f2dca879fc3cbafdbb5_8861","3769ff932ef4964888ed10339eca08e9_8991","34b0a8d969f18b9f4b245d9e2e270fbf_229","f73384227e558735e4d06d33f21c4335_8645","2429ebe1b70a7dc44da671065d2f1e2f_9176"
"lsrB","","autoinducer 2 ABC transporter substrate-binding protein LsrB","7","7","1","1","4386","","","","1022","1022","1022","","","","8c337c75870066c7edf421eabf2a3849_8544","489654d668b099aba1108a156a10fb33_8765","e2beb81cc53f5f2dca879fc3cbafdbb5_8863","3769ff932ef4964888ed10339eca08e9_8993","34b0a8d969f18b9f4b245d9e2e270fbf_227","f73384227e558735e4d06d33f21c4335_8647","2429ebe1b70a7dc44da671065d2f1e2f_9178"
"lsrD","","autoinducer 2 ABC transporter permease LsrD","7","7","1","1","4385","","","","1001","1001","1001","","","","8c337c75870066c7edf421eabf2a3849_8546","489654d668b099aba1108a156a10fb33_8767","e2beb81cc53f5f2dca879fc3cbafdbb5_8865","3769ff932ef4964888ed10339eca08e9_8995","34b0a8d969f18b9f4b245d9e2e270fbf_225","f73384227e558735e4d06d33f21c4335_8649","2429ebe1b70a7dc44da671065d2f1e2f_9180"
"lsrR","","transcriptional regulator LsrR","7","7","1","1","4382","","","","959","959","959","","","","8c337c75870066c7edf421eabf2a3849_8552","489654d668b099aba1108a156a10fb33_8773","e2beb81cc53f5f2dca879fc3cbafdbb5_8871","3769ff932ef4964888ed10339eca08e9_9001","34b0a8d969f18b9f4b245d9e2e270fbf_219","f73384227e558735e4d06d33f21c4335_8655","2429ebe1b70a7dc44da671065d2f1e2f_9186"
