"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","M16808_2","NCTC11902_2","NCTC12977_2","NCTC13276_2","NCTC7465_2","NCTC7466_2","OXC141_2","R6_2","SNP994038_2","SNP994039_2"
"WP_001025420.1","","peptide chain release factor 3","10","10","1","1","1721","","","","1544","1544","1544","4e0ebb2f352ce5f77c4dc810bc08f662_2081","5304d155c86e7e0505652cd3398fab91_871","c9f86137e46aba7d7655704f281d0e42_4304","d85e8842589287b51ccafc8c2ab682fd_809","72423b0a20e1eaaa23e55b78118edd99_140","0983e9ef5d2d51f2c7fe65caad871066_823","071df2bd90ec8224320f416a082a7ee2_903","f80477e6bb8d2c709ffd872956318dda_858","29d2a391aac6e81216e86f42a012931d_1004","4903566b198540aa48641e5fce1361b3_1004"
"WP_001277917.1","","glutamyl-tRNA synthetase","10","10","1","1","1069","","","","1277","1277","1277","4e0ebb2f352ce5f77c4dc810bc08f662_775","5304d155c86e7e0505652cd3398fab91_3949","c9f86137e46aba7d7655704f281d0e42_2994","d85e8842589287b51ccafc8c2ab682fd_3829","72423b0a20e1eaaa23e55b78118edd99_1462","0983e9ef5d2d51f2c7fe65caad871066_3843","071df2bd90ec8224320f416a082a7ee2_3941","f80477e6bb8d2c709ffd872956318dda_4060","29d2a391aac6e81216e86f42a012931d_4539","4903566b198540aa48641e5fce1361b3_4539"
"WP_000241371.1","","hypothetical protein","10","10","1","1","2255","","","","650","650","650","4e0ebb2f352ce5f77c4dc810bc08f662_2536","5304d155c86e7e0505652cd3398fab91_1344","c9f86137e46aba7d7655704f281d0e42_371","d85e8842589287b51ccafc8c2ab682fd_1266","72423b0a20e1eaaa23e55b78118edd99_4063","0983e9ef5d2d51f2c7fe65caad871066_1280","071df2bd90ec8224320f416a082a7ee2_1362","f80477e6bb8d2c709ffd872956318dda_1361","29d2a391aac6e81216e86f42a012931d_1563","4903566b198540aa48641e5fce1361b3_1563"
"WP_000864623.1","","glucosamine-6-phosphate deaminase","10","10","1","1","1924","","","","707","707","707","4e0ebb2f352ce5f77c4dc810bc08f662_3844","5304d155c86e7e0505652cd3398fab91_2658","c9f86137e46aba7d7655704f281d0e42_1699","d85e8842589287b51ccafc8c2ab682fd_2541","72423b0a20e1eaaa23e55b78118edd99_2811","0983e9ef5d2d51f2c7fe65caad871066_2555","071df2bd90ec8224320f416a082a7ee2_2631","f80477e6bb8d2c709ffd872956318dda_2700","29d2a391aac6e81216e86f42a012931d_3002","4903566b198540aa48641e5fce1361b3_3002"
"WP_000241540.1","","histidine phosphatase family protein","10","10","1","1","2112","","","","692","692","692","4e0ebb2f352ce5f77c4dc810bc08f662_1727","5304d155c86e7e0505652cd3398fab91_525","c9f86137e46aba7d7655704f281d0e42_3948","d85e8842589287b51ccafc8c2ab682fd_469","72423b0a20e1eaaa23e55b78118edd99_506","0983e9ef5d2d51f2c7fe65caad871066_469","071df2bd90ec8224320f416a082a7ee2_565","f80477e6bb8d2c709ffd872956318dda_493","29d2a391aac6e81216e86f42a012931d_629","4903566b198540aa48641e5fce1361b3_629"
"tacF","","type IV teichoic acid flippase TacF","10","10","1","1","233","","","","1487","1487","1487","4e0ebb2f352ce5f77c4dc810bc08f662_3575","5304d155c86e7e0505652cd3398fab91_2410","c9f86137e46aba7d7655704f281d0e42_1418","d85e8842589287b51ccafc8c2ab682fd_2293","72423b0a20e1eaaa23e55b78118edd99_3053","0983e9ef5d2d51f2c7fe65caad871066_2307","071df2bd90ec8224320f416a082a7ee2_2409","f80477e6bb8d2c709ffd872956318dda_2440","29d2a391aac6e81216e86f42a012931d_2751","4903566b198540aa48641e5fce1361b3_2751"
"WP_000250542.1","","competence protein ComGF","10","10","1","1","579","","","","461","461","461","4e0ebb2f352ce5f77c4dc810bc08f662_737","5304d155c86e7e0505652cd3398fab91_3911","c9f86137e46aba7d7655704f281d0e42_2956","d85e8842589287b51ccafc8c2ab682fd_3791","72423b0a20e1eaaa23e55b78118edd99_1500","0983e9ef5d2d51f2c7fe65caad871066_3805","071df2bd90ec8224320f416a082a7ee2_3903","f80477e6bb8d2c709ffd872956318dda_4021","29d2a391aac6e81216e86f42a012931d_4497","4903566b198540aa48641e5fce1361b3_4497"
"WP_000036789.1","","FAD-dependent oxidoreductase","10","10","1","1","1847","","","","1379","1379","1379","4e0ebb2f352ce5f77c4dc810bc08f662_3920","5304d155c86e7e0505652cd3398fab91_2758","c9f86137e46aba7d7655704f281d0e42_1775","d85e8842589287b51ccafc8c2ab682fd_2639","72423b0a20e1eaaa23e55b78118edd99_2711","0983e9ef5d2d51f2c7fe65caad871066_2653","071df2bd90ec8224320f416a082a7ee2_2733","f80477e6bb8d2c709ffd872956318dda_2803","29d2a391aac6e81216e86f42a012931d_3112","4903566b198540aa48641e5fce1361b3_3112"
"WP_000359036.1","","F0F1 ATP synthase subunit delta","10","10","1","1","1307","","","","536","536","536","4e0ebb2f352ce5f77c4dc810bc08f662_3990","5304d155c86e7e0505652cd3398fab91_2831","c9f86137e46aba7d7655704f281d0e42_1847","d85e8842589287b51ccafc8c2ab682fd_2711","72423b0a20e1eaaa23e55b78118edd99_2641","0983e9ef5d2d51f2c7fe65caad871066_2725","071df2bd90ec8224320f416a082a7ee2_2801","f80477e6bb8d2c709ffd872956318dda_2881","29d2a391aac6e81216e86f42a012931d_3197","4903566b198540aa48641e5fce1361b3_3197"
"WP_000331983.1","","ribonuclease J","10","10","1","1","2458","","","","1679","1679","1679","4e0ebb2f352ce5f77c4dc810bc08f662_1538","5304d155c86e7e0505652cd3398fab91_334","c9f86137e46aba7d7655704f281d0e42_3757","d85e8842589287b51ccafc8c2ab682fd_278","72423b0a20e1eaaa23e55b78118edd99_701","0983e9ef5d2d51f2c7fe65caad871066_278","071df2bd90ec8224320f416a082a7ee2_370","f80477e6bb8d2c709ffd872956318dda_294","29d2a391aac6e81216e86f42a012931d_407","4903566b198540aa48641e5fce1361b3_407"
"WP_000521416.1","","phosphoglucosamine mutase","10","10","1","1","1232","","","","1352","1352","1352","4e0ebb2f352ce5f77c4dc810bc08f662_4092","5304d155c86e7e0505652cd3398fab91_2933","c9f86137e46aba7d7655704f281d0e42_1949","d85e8842589287b51ccafc8c2ab682fd_2811","72423b0a20e1eaaa23e55b78118edd99_2539","0983e9ef5d2d51f2c7fe65caad871066_2825","071df2bd90ec8224320f416a082a7ee2_2895","f80477e6bb8d2c709ffd872956318dda_2986","29d2a391aac6e81216e86f42a012931d_3310","4903566b198540aa48641e5fce1361b3_3310"
"der","","ribosome biogenesis GTPase Der","10","10","1","1","864","","","","1310","1310","1310","4e0ebb2f352ce5f77c4dc810bc08f662_9","5304d155c86e7e0505652cd3398fab91_3196","c9f86137e46aba7d7655704f281d0e42_2228","d85e8842589287b51ccafc8c2ab682fd_3074","72423b0a20e1eaaa23e55b78118edd99_2290","0983e9ef5d2d51f2c7fe65caad871066_3088","071df2bd90ec8224320f416a082a7ee2_3170","f80477e6bb8d2c709ffd872956318dda_3268","29d2a391aac6e81216e86f42a012931d_3648","4903566b198540aa48641e5fce1361b3_3648"
"WP_001149115.1","","M1 family metallopeptidase","10","10","1","1","1322","","","","2546","2546","2546","4e0ebb2f352ce5f77c4dc810bc08f662_2706","5304d155c86e7e0505652cd3398fab91_1504","c9f86137e46aba7d7655704f281d0e42_541","d85e8842589287b51ccafc8c2ab682fd_1414","72423b0a20e1eaaa23e55b78118edd99_3919","0983e9ef5d2d51f2c7fe65caad871066_1428","071df2bd90ec8224320f416a082a7ee2_1508","f80477e6bb8d2c709ffd872956318dda_1517","29d2a391aac6e81216e86f42a012931d_1732","4903566b198540aa48641e5fce1361b3_1732"
"WP_000703361.1","","FtsW/RodA/SpoVE family cell cycle protein","10","10","1","1","339","","","","1229","1229","1229","4e0ebb2f352ce5f77c4dc810bc08f662_3227","5304d155c86e7e0505652cd3398fab91_2036","c9f86137e46aba7d7655704f281d0e42_1066","d85e8842589287b51ccafc8c2ab682fd_1942","72423b0a20e1eaaa23e55b78118edd99_3414","0983e9ef5d2d51f2c7fe65caad871066_1989","071df2bd90ec8224320f416a082a7ee2_2066","f80477e6bb8d2c709ffd872956318dda_2069","29d2a391aac6e81216e86f42a012931d_2350","4903566b198540aa48641e5fce1361b3_2350"
"WP_000041351.1","","PTS sugar transporter subunit IIC","10","10","1","1","2121","","","","1298","1298","1298","4e0ebb2f352ce5f77c4dc810bc08f662_1747","5304d155c86e7e0505652cd3398fab91_547","c9f86137e46aba7d7655704f281d0e42_3968","d85e8842589287b51ccafc8c2ab682fd_489","72423b0a20e1eaaa23e55b78118edd99_484","0983e9ef5d2d51f2c7fe65caad871066_489","071df2bd90ec8224320f416a082a7ee2_585","f80477e6bb8d2c709ffd872956318dda_515","29d2a391aac6e81216e86f42a012931d_651","4903566b198540aa48641e5fce1361b3_651"
"WP_000742234.1","","peptide ABC transporter substrate-binding protein","10","10","1","1","974","","","","1979","1997","1982","4e0ebb2f352ce5f77c4dc810bc08f662_346","5304d155c86e7e0505652cd3398fab91_3518","c9f86137e46aba7d7655704f281d0e42_2565","d85e8842589287b51ccafc8c2ab682fd_3388","72423b0a20e1eaaa23e55b78118edd99_1893","0983e9ef5d2d51f2c7fe65caad871066_3402","071df2bd90ec8224320f416a082a7ee2_3512","f80477e6bb8d2c709ffd872956318dda_3599","29d2a391aac6e81216e86f42a012931d_4052","4903566b198540aa48641e5fce1361b3_4052"
"eno","","phosphopyruvate hydratase","10","10","1","1","1977","","","","1304","1304","1304","4e0ebb2f352ce5f77c4dc810bc08f662_3346","5304d155c86e7e0505652cd3398fab91_2153","c9f86137e46aba7d7655704f281d0e42_1187","d85e8842589287b51ccafc8c2ab682fd_2061","72423b0a20e1eaaa23e55b78118edd99_3273","0983e9ef5d2d51f2c7fe65caad871066_1870","071df2bd90ec8224320f416a082a7ee2_2185","f80477e6bb8d2c709ffd872956318dda_2194","29d2a391aac6e81216e86f42a012931d_2486","4903566b198540aa48641e5fce1361b3_2486"
"adhP","","alcohol dehydrogenase AdhP","10","10","1","1","2156","","","","1019","1019","1019","4e0ebb2f352ce5f77c4dc810bc08f662_1813","5304d155c86e7e0505652cd3398fab91_615","c9f86137e46aba7d7655704f281d0e42_4036","d85e8842589287b51ccafc8c2ab682fd_553","72423b0a20e1eaaa23e55b78118edd99_420","0983e9ef5d2d51f2c7fe65caad871066_553","071df2bd90ec8224320f416a082a7ee2_651","f80477e6bb8d2c709ffd872956318dda_582","29d2a391aac6e81216e86f42a012931d_726","4903566b198540aa48641e5fce1361b3_726"
"WP_000753801.1","","ABC transporter permease","10","10","1","1","1896","","","","806","806","806","4e0ebb2f352ce5f77c4dc810bc08f662_3790","5304d155c86e7e0505652cd3398fab91_2602","c9f86137e46aba7d7655704f281d0e42_1645","d85e8842589287b51ccafc8c2ab682fd_2489","72423b0a20e1eaaa23e55b78118edd99_2863","0983e9ef5d2d51f2c7fe65caad871066_2503","071df2bd90ec8224320f416a082a7ee2_2579","f80477e6bb8d2c709ffd872956318dda_2647","29d2a391aac6e81216e86f42a012931d_2949","4903566b198540aa48641e5fce1361b3_2949"
"parC","","DNA topoisomerase IV subunit A","10","10","1","1","1367","","","","2471","2471","2471","4e0ebb2f352ce5f77c4dc810bc08f662_2794","5304d155c86e7e0505652cd3398fab91_1590","c9f86137e46aba7d7655704f281d0e42_629","d85e8842589287b51ccafc8c2ab682fd_1504","72423b0a20e1eaaa23e55b78118edd99_3827","0983e9ef5d2d51f2c7fe65caad871066_1518","071df2bd90ec8224320f416a082a7ee2_1596","f80477e6bb8d2c709ffd872956318dda_1618","29d2a391aac6e81216e86f42a012931d_1837","4903566b198540aa48641e5fce1361b3_1837"
"WP_000411866.1","","U32 family peptidase","10","10","1","1","1326","","","","929","929","929","4e0ebb2f352ce5f77c4dc810bc08f662_2714","5304d155c86e7e0505652cd3398fab91_1512","c9f86137e46aba7d7655704f281d0e42_549","d85e8842589287b51ccafc8c2ab682fd_1422","72423b0a20e1eaaa23e55b78118edd99_3911","0983e9ef5d2d51f2c7fe65caad871066_1436","071df2bd90ec8224320f416a082a7ee2_1516","f80477e6bb8d2c709ffd872956318dda_1525","29d2a391aac6e81216e86f42a012931d_1740","4903566b198540aa48641e5fce1361b3_1740"
"WP_000625536.1","","ABC transporter permease","10","10","1","1","2217","","","","926","926","926","4e0ebb2f352ce5f77c4dc810bc08f662_2626","5304d155c86e7e0505652cd3398fab91_1412","c9f86137e46aba7d7655704f281d0e42_461","d85e8842589287b51ccafc8c2ab682fd_1332","72423b0a20e1eaaa23e55b78118edd99_3997","0983e9ef5d2d51f2c7fe65caad871066_1346","071df2bd90ec8224320f416a082a7ee2_1428","f80477e6bb8d2c709ffd872956318dda_1431","29d2a391aac6e81216e86f42a012931d_1640","4903566b198540aa48641e5fce1361b3_1640"
"WP_000787276.1","","glucose-1-phosphate adenylyltransferase","10","10","1","1","1970","","","","1142","1142","1142","4e0ebb2f352ce5f77c4dc810bc08f662_3332","5304d155c86e7e0505652cd3398fab91_2141","c9f86137e46aba7d7655704f281d0e42_1173","d85e8842589287b51ccafc8c2ab682fd_2049","72423b0a20e1eaaa23e55b78118edd99_3259","0983e9ef5d2d51f2c7fe65caad871066_1882","071df2bd90ec8224320f416a082a7ee2_2169","f80477e6bb8d2c709ffd872956318dda_2182","29d2a391aac6e81216e86f42a012931d_2470","4903566b198540aa48641e5fce1361b3_2470"
"WP_000401770.1","","bifunctional oligoribonuclease/PAP phosphatase NrnA","10","10","1","1","207","","","","935","935","935","4e0ebb2f352ce5f77c4dc810bc08f662_3636","5304d155c86e7e0505652cd3398fab91_2463","c9f86137e46aba7d7655704f281d0e42_1481","d85e8842589287b51ccafc8c2ab682fd_2346","72423b0a20e1eaaa23e55b78118edd99_3000","0983e9ef5d2d51f2c7fe65caad871066_2360","071df2bd90ec8224320f416a082a7ee2_2462","f80477e6bb8d2c709ffd872956318dda_2496","29d2a391aac6e81216e86f42a012931d_2808","4903566b198540aa48641e5fce1361b3_2808"
"WP_000801726.1","","glycerophosphodiester phosphodiesterase","10","10","1","1","442","","","","1763","1763","1763","4e0ebb2f352ce5f77c4dc810bc08f662_3077","5304d155c86e7e0505652cd3398fab91_1886","c9f86137e46aba7d7655704f281d0e42_912","d85e8842589287b51ccafc8c2ab682fd_1788","72423b0a20e1eaaa23e55b78118edd99_3554","0983e9ef5d2d51f2c7fe65caad871066_1802","071df2bd90ec8224320f416a082a7ee2_1890","f80477e6bb8d2c709ffd872956318dda_1914","29d2a391aac6e81216e86f42a012931d_2172","4903566b198540aa48641e5fce1361b3_2172"
"glnA","","type I glutamate--ammonia ligase","10","10","1","1","1525","","","","1346","1346","1346","4e0ebb2f352ce5f77c4dc810bc08f662_2178","5304d155c86e7e0505652cd3398fab91_956","c9f86137e46aba7d7655704f281d0e42_4399","d85e8842589287b51ccafc8c2ab682fd_906","72423b0a20e1eaaa23e55b78118edd99_43","0983e9ef5d2d51f2c7fe65caad871066_920","071df2bd90ec8224320f416a082a7ee2_990","f80477e6bb8d2c709ffd872956318dda_963","29d2a391aac6e81216e86f42a012931d_1115","4903566b198540aa48641e5fce1361b3_1115"
"WP_000869675.1","","aspartate kinase","10","10","1","1","1745","","","","1364","1364","1364","4e0ebb2f352ce5f77c4dc810bc08f662_2035","5304d155c86e7e0505652cd3398fab91_827","c9f86137e46aba7d7655704f281d0e42_4258","d85e8842589287b51ccafc8c2ab682fd_765","72423b0a20e1eaaa23e55b78118edd99_190","0983e9ef5d2d51f2c7fe65caad871066_779","071df2bd90ec8224320f416a082a7ee2_857","f80477e6bb8d2c709ffd872956318dda_811","29d2a391aac6e81216e86f42a012931d_953","4903566b198540aa48641e5fce1361b3_953"
"WP_001140481.1","","prephenate dehydrogenase","10","10","1","1","1882","","","","1103","1103","1103","4e0ebb2f352ce5f77c4dc810bc08f662_3762","5304d155c86e7e0505652cd3398fab91_2574","c9f86137e46aba7d7655704f281d0e42_1617","d85e8842589287b51ccafc8c2ab682fd_2461","72423b0a20e1eaaa23e55b78118edd99_2891","0983e9ef5d2d51f2c7fe65caad871066_2475","071df2bd90ec8224320f416a082a7ee2_2551","f80477e6bb8d2c709ffd872956318dda_2618","29d2a391aac6e81216e86f42a012931d_2917","4903566b198540aa48641e5fce1361b3_2917"
"gap","","type I glyceraldehyde-3-phosphate dehydrogenase","10","10","1","1","610","","","","1007","1007","1007","4e0ebb2f352ce5f77c4dc810bc08f662_671","5304d155c86e7e0505652cd3398fab91_3847","c9f86137e46aba7d7655704f281d0e42_2892","d85e8842589287b51ccafc8c2ab682fd_3727","72423b0a20e1eaaa23e55b78118edd99_1564","0983e9ef5d2d51f2c7fe65caad871066_3741","071df2bd90ec8224320f416a082a7ee2_3839","f80477e6bb8d2c709ffd872956318dda_3952","29d2a391aac6e81216e86f42a012931d_4424","4903566b198540aa48641e5fce1361b3_4424"
"ribE","","riboflavin synthase","10","10","1","1","2054","","","","635","635","635","4e0ebb2f352ce5f77c4dc810bc08f662_1618","5304d155c86e7e0505652cd3398fab91_414","c9f86137e46aba7d7655704f281d0e42_3837","d85e8842589287b51ccafc8c2ab682fd_356","72423b0a20e1eaaa23e55b78118edd99_617","0983e9ef5d2d51f2c7fe65caad871066_356","071df2bd90ec8224320f416a082a7ee2_452","f80477e6bb8d2c709ffd872956318dda_378","29d2a391aac6e81216e86f42a012931d_511","4903566b198540aa48641e5fce1361b3_511"
"brnQ","","branched-chain amino acid transport system II carrier protein","10","10","1","1","1654","","","","1325","1325","1325","4e0ebb2f352ce5f77c4dc810bc08f662_2374","5304d155c86e7e0505652cd3398fab91_1182","c9f86137e46aba7d7655704f281d0e42_207","d85e8842589287b51ccafc8c2ab682fd_1100","72423b0a20e1eaaa23e55b78118edd99_4230","0983e9ef5d2d51f2c7fe65caad871066_1114","071df2bd90ec8224320f416a082a7ee2_1200","f80477e6bb8d2c709ffd872956318dda_1180","29d2a391aac6e81216e86f42a012931d_1360","4903566b198540aa48641e5fce1361b3_1360"
"WP_000448724.1","","alpha-ketoacid dehydrogenase subunit beta","10","10","1","1","72","","","","992","992","992","4e0ebb2f352ce5f77c4dc810bc08f662_3380","5304d155c86e7e0505652cd3398fab91_2219","c9f86137e46aba7d7655704f281d0e42_1223","d85e8842589287b51ccafc8c2ab682fd_2093","72423b0a20e1eaaa23e55b78118edd99_3315","0983e9ef5d2d51f2c7fe65caad871066_1838","071df2bd90ec8224320f416a082a7ee2_2219","f80477e6bb8d2c709ffd872956318dda_2229","29d2a391aac6e81216e86f42a012931d_2534","4903566b198540aa48641e5fce1361b3_2534"
"cysK","","cysteine synthase A","10","10","1","1","2685","","","","920","926","921","4e0ebb2f352ce5f77c4dc810bc08f662_1130","5304d155c86e7e0505652cd3398fab91_4299","c9f86137e46aba7d7655704f281d0e42_3349","d85e8842589287b51ccafc8c2ab682fd_4150","72423b0a20e1eaaa23e55b78118edd99_1145","0983e9ef5d2d51f2c7fe65caad871066_4164","071df2bd90ec8224320f416a082a7ee2_4258","f80477e6bb8d2c709ffd872956318dda_4394","29d2a391aac6e81216e86f42a012931d_4914","4903566b198540aa48641e5fce1361b3_4914"
"WP_000121704.1","","phospho-sugar mutase","10","10","1","1","1294","","","","1718","1718","1718","4e0ebb2f352ce5f77c4dc810bc08f662_3964","5304d155c86e7e0505652cd3398fab91_2807","c9f86137e46aba7d7655704f281d0e42_1821","d85e8842589287b51ccafc8c2ab682fd_2687","72423b0a20e1eaaa23e55b78118edd99_2665","0983e9ef5d2d51f2c7fe65caad871066_2701","071df2bd90ec8224320f416a082a7ee2_2777","f80477e6bb8d2c709ffd872956318dda_2857","29d2a391aac6e81216e86f42a012931d_3172","4903566b198540aa48641e5fce1361b3_3172"
"pflB","","formate C-acetyltransferase","10","10","1","1","1701","","","","2324","2324","2324","4e0ebb2f352ce5f77c4dc810bc08f662_2127","5304d155c86e7e0505652cd3398fab91_907","c9f86137e46aba7d7655704f281d0e42_4348","d85e8842589287b51ccafc8c2ab682fd_845","72423b0a20e1eaaa23e55b78118edd99_104","0983e9ef5d2d51f2c7fe65caad871066_859","071df2bd90ec8224320f416a082a7ee2_941","f80477e6bb8d2c709ffd872956318dda_897","29d2a391aac6e81216e86f42a012931d_1054","4903566b198540aa48641e5fce1361b3_1054"
"WP_000183464.1","","transposase","10","10","1","1","1098","","","","416","434","423","4e0ebb2f352ce5f77c4dc810bc08f662_887","5304d155c86e7e0505652cd3398fab91_4039","c9f86137e46aba7d7655704f281d0e42_3106","d85e8842589287b51ccafc8c2ab682fd_3919","72423b0a20e1eaaa23e55b78118edd99_1372","0983e9ef5d2d51f2c7fe65caad871066_3933","071df2bd90ec8224320f416a082a7ee2_4031","f80477e6bb8d2c709ffd872956318dda_4150","29d2a391aac6e81216e86f42a012931d_4629","4903566b198540aa48641e5fce1361b3_4629"
"WP_000025401.1","","ABC-F family ATP-binding cassette domain-containing protein","10","10","1","1","2205","","","","1541","1541","1541","4e0ebb2f352ce5f77c4dc810bc08f662_2648","5304d155c86e7e0505652cd3398fab91_1436","c9f86137e46aba7d7655704f281d0e42_483","d85e8842589287b51ccafc8c2ab682fd_1354","72423b0a20e1eaaa23e55b78118edd99_3975","0983e9ef5d2d51f2c7fe65caad871066_1368","071df2bd90ec8224320f416a082a7ee2_1450","f80477e6bb8d2c709ffd872956318dda_1454","29d2a391aac6e81216e86f42a012931d_1663","4903566b198540aa48641e5fce1361b3_1663"
"WP_000754546.1","","ABC transporter substrate-binding protein","10","10","1","1","2698","","","","1007","1007","1007","4e0ebb2f352ce5f77c4dc810bc08f662_1105","5304d155c86e7e0505652cd3398fab91_4274","c9f86137e46aba7d7655704f281d0e42_3324","d85e8842589287b51ccafc8c2ab682fd_4125","72423b0a20e1eaaa23e55b78118edd99_1170","0983e9ef5d2d51f2c7fe65caad871066_4139","071df2bd90ec8224320f416a082a7ee2_4233","f80477e6bb8d2c709ffd872956318dda_4369","29d2a391aac6e81216e86f42a012931d_4889","4903566b198540aa48641e5fce1361b3_4889"
"rnpA","","ribonuclease P protein component","10","10","1","1","583","","","","371","371","371","4e0ebb2f352ce5f77c4dc810bc08f662_727","5304d155c86e7e0505652cd3398fab91_3901","c9f86137e46aba7d7655704f281d0e42_2946","d85e8842589287b51ccafc8c2ab682fd_3781","72423b0a20e1eaaa23e55b78118edd99_1510","0983e9ef5d2d51f2c7fe65caad871066_3795","071df2bd90ec8224320f416a082a7ee2_3893","f80477e6bb8d2c709ffd872956318dda_4011","29d2a391aac6e81216e86f42a012931d_4486","4903566b198540aa48641e5fce1361b3_4486"
"WP_000845292.1","","formate--tetrahydrofolate ligase","10","10","1","1","268","","","","1670","1670","1670","4e0ebb2f352ce5f77c4dc810bc08f662_3496","5304d155c86e7e0505652cd3398fab91_2331","c9f86137e46aba7d7655704f281d0e42_1339","d85e8842589287b51ccafc8c2ab682fd_2210","72423b0a20e1eaaa23e55b78118edd99_3138","0983e9ef5d2d51f2c7fe65caad871066_2224","071df2bd90ec8224320f416a082a7ee2_2330","f80477e6bb8d2c709ffd872956318dda_2351","29d2a391aac6e81216e86f42a012931d_2658","4903566b198540aa48641e5fce1361b3_2658"
"WP_001134538.1","","DegT/DnrJ/EryC1/StrS aminotransferase family protein","10","10","1","1","1029","","","","1226","1226","1226","4e0ebb2f352ce5f77c4dc810bc08f662_243","5304d155c86e7e0505652cd3398fab91_3409","c9f86137e46aba7d7655704f281d0e42_2462","d85e8842589287b51ccafc8c2ab682fd_3283","72423b0a20e1eaaa23e55b78118edd99_2004","0983e9ef5d2d51f2c7fe65caad871066_3297","071df2bd90ec8224320f416a082a7ee2_3407","f80477e6bb8d2c709ffd872956318dda_3488","29d2a391aac6e81216e86f42a012931d_3918","4903566b198540aa48641e5fce1361b3_3918"
"WP_001231090.1","","YvcK family protein","10","10","1","1","1227","","","","977","977","977","4e0ebb2f352ce5f77c4dc810bc08f662_4102","5304d155c86e7e0505652cd3398fab91_2943","c9f86137e46aba7d7655704f281d0e42_1959","d85e8842589287b51ccafc8c2ab682fd_2821","72423b0a20e1eaaa23e55b78118edd99_2529","0983e9ef5d2d51f2c7fe65caad871066_2835","071df2bd90ec8224320f416a082a7ee2_2905","f80477e6bb8d2c709ffd872956318dda_2996","29d2a391aac6e81216e86f42a012931d_3320","4903566b198540aa48641e5fce1361b3_3320"
"WP_001233684.1","","DUF4097 domain-containing protein","10","10","1","1","2506","","","","911","911","911","4e0ebb2f352ce5f77c4dc810bc08f662_1466","5304d155c86e7e0505652cd3398fab91_258","c9f86137e46aba7d7655704f281d0e42_3689","d85e8842589287b51ccafc8c2ab682fd_198","72423b0a20e1eaaa23e55b78118edd99_765","0983e9ef5d2d51f2c7fe65caad871066_198","071df2bd90ec8224320f416a082a7ee2_290","f80477e6bb8d2c709ffd872956318dda_209","29d2a391aac6e81216e86f42a012931d_336","4903566b198540aa48641e5fce1361b3_336"
"rpsC","","30S ribosomal protein S3","10","10","1","1","2087","","","","653","653","653","4e0ebb2f352ce5f77c4dc810bc08f662_1679","5304d155c86e7e0505652cd3398fab91_477","c9f86137e46aba7d7655704f281d0e42_3900","d85e8842589287b51ccafc8c2ab682fd_421","72423b0a20e1eaaa23e55b78118edd99_554","0983e9ef5d2d51f2c7fe65caad871066_421","071df2bd90ec8224320f416a082a7ee2_517","f80477e6bb8d2c709ffd872956318dda_445","29d2a391aac6e81216e86f42a012931d_581","4903566b198540aa48641e5fce1361b3_581"
"WP_001124777.1","","asparaginase","10","10","1","1","730","","","","962","962","962","4e0ebb2f352ce5f77c4dc810bc08f662_599","5304d155c86e7e0505652cd3398fab91_3775","c9f86137e46aba7d7655704f281d0e42_2820","d85e8842589287b51ccafc8c2ab682fd_3655","72423b0a20e1eaaa23e55b78118edd99_1636","0983e9ef5d2d51f2c7fe65caad871066_3669","071df2bd90ec8224320f416a082a7ee2_3769","f80477e6bb8d2c709ffd872956318dda_3877","29d2a391aac6e81216e86f42a012931d_4344","4903566b198540aa48641e5fce1361b3_4344"
"WP_000078022.1","","DUF1129 domain-containing protein","10","10","1","1","2060","","","","683","683","683","4e0ebb2f352ce5f77c4dc810bc08f662_1631","5304d155c86e7e0505652cd3398fab91_427","c9f86137e46aba7d7655704f281d0e42_3850","d85e8842589287b51ccafc8c2ab682fd_369","72423b0a20e1eaaa23e55b78118edd99_604","0983e9ef5d2d51f2c7fe65caad871066_369","071df2bd90ec8224320f416a082a7ee2_465","f80477e6bb8d2c709ffd872956318dda_393","29d2a391aac6e81216e86f42a012931d_529","4903566b198540aa48641e5fce1361b3_529"
"dltB","","D-alanyl-lipoteichoic acid biosynthesis protein DltB","10","10","1","1","2722","","","","1244","1244","1244","4e0ebb2f352ce5f77c4dc810bc08f662_1061","5304d155c86e7e0505652cd3398fab91_4232","c9f86137e46aba7d7655704f281d0e42_3280","d85e8842589287b51ccafc8c2ab682fd_4085","72423b0a20e1eaaa23e55b78118edd99_1208","0983e9ef5d2d51f2c7fe65caad871066_4099","071df2bd90ec8224320f416a082a7ee2_4193","f80477e6bb8d2c709ffd872956318dda_4327","29d2a391aac6e81216e86f42a012931d_4840","4903566b198540aa48641e5fce1361b3_4840"
