"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"WP_000290616.1","","hypothetical protein","7","7","1","1","5440","","","","245","245","245","","2000d99c1a4f4644d4dc8bc5f335fcca_7782","8291d5e9ef160a270636991509e0e85c_6877","b1b2c14e5b2eae9d99465ee4aa5d53b7_6875","","81c24e080905d6ecc25e00770222c603_7027","a963e031a0e9d0bd7ea9f5c201bde08a_7198","","6f47304ac79aadc337208f6d61504bf4_6908","65f1bac1425e1f84709282b5f5eed1ce_7649"
"paoD","","molybdenum cofactor insertion chaperone PaoD","7","7","1","1","5372","","","","956","956","956","","2000d99c1a4f4644d4dc8bc5f335fcca_7904","8291d5e9ef160a270636991509e0e85c_6969","b1b2c14e5b2eae9d99465ee4aa5d53b7_6963","f95cc3601e9bedf7c0d3dbaf7722b312_7111","81c24e080905d6ecc25e00770222c603_7326","","","6f47304ac79aadc337208f6d61504bf4_6998","65f1bac1425e1f84709282b5f5eed1ce_7765"
"WP_001059398.1","","GNAT family N-acetyltransferase","7","7","1","1","4224","","","","503","503","503","","2000d99c1a4f4644d4dc8bc5f335fcca_8893","8291d5e9ef160a270636991509e0e85c_7808","b1b2c14e5b2eae9d99465ee4aa5d53b7_7870","f95cc3601e9bedf7c0d3dbaf7722b312_8042","81c24e080905d6ecc25e00770222c603_8229","a963e031a0e9d0bd7ea9f5c201bde08a_8160","","6f47304ac79aadc337208f6d61504bf4_8000",""
"WP_001307500.1","","heat-shock protein C","7","7","1","1","3860","","","","431","539","523","","2000d99c1a4f4644d4dc8bc5f335fcca_9472","8291d5e9ef160a270636991509e0e85c_8361","b1b2c14e5b2eae9d99465ee4aa5d53b7_8434","f95cc3601e9bedf7c0d3dbaf7722b312_8599","81c24e080905d6ecc25e00770222c603_8784","","","6f47304ac79aadc337208f6d61504bf4_8563","65f1bac1425e1f84709282b5f5eed1ce_9307"
"WP_001019484.1","","aminopeptidase","7","7","1","1","3771","","","","1070","1070","1070","","2000d99c1a4f4644d4dc8bc5f335fcca_9669","8291d5e9ef160a270636991509e0e85c_8550","b1b2c14e5b2eae9d99465ee4aa5d53b7_8619","f95cc3601e9bedf7c0d3dbaf7722b312_8784","81c24e080905d6ecc25e00770222c603_8969","a963e031a0e9d0bd7ea9f5c201bde08a_8912","","6f47304ac79aadc337208f6d61504bf4_8748",""
"WP_000931299.1","","PTS transporter subunit EIIA","7","7","1","1","3770","","","","1748","1748","1748","","2000d99c1a4f4644d4dc8bc5f335fcca_9671","8291d5e9ef160a270636991509e0e85c_8552","b1b2c14e5b2eae9d99465ee4aa5d53b7_8621","f95cc3601e9bedf7c0d3dbaf7722b312_8786","81c24e080905d6ecc25e00770222c603_8971","a963e031a0e9d0bd7ea9f5c201bde08a_8914","","6f47304ac79aadc337208f6d61504bf4_8750",""
"WP_001295677.1","","YiiG family protein","7","7","1","1","3769","","","","1055","1055","1055","","2000d99c1a4f4644d4dc8bc5f335fcca_9673","8291d5e9ef160a270636991509e0e85c_8554","b1b2c14e5b2eae9d99465ee4aa5d53b7_8623","f95cc3601e9bedf7c0d3dbaf7722b312_8788","81c24e080905d6ecc25e00770222c603_8973","a963e031a0e9d0bd7ea9f5c201bde08a_8916","","6f47304ac79aadc337208f6d61504bf4_8752",""
"WP_001295230.1","","L-ribulose-5-phosphate 3-epimerase","7","7","1","1","1119","","","","860","860","860","","","8291d5e9ef160a270636991509e0e85c_305","b1b2c14e5b2eae9d99465ee4aa5d53b7_259","f95cc3601e9bedf7c0d3dbaf7722b312_264","81c24e080905d6ecc25e00770222c603_259","a963e031a0e9d0bd7ea9f5c201bde08a_253","cf4339b1a0ea8d217cfa00a17e46d961_281","6f47304ac79aadc337208f6d61504bf4_287",""
"yiaM","","2,3-diketo-L-gulonate TRAP transporter small permease YiaM","7","7","1","1","1127","","","","257","473","442","","","8291d5e9ef160a270636991509e0e85c_315","b1b2c14e5b2eae9d99465ee4aa5d53b7_269","f95cc3601e9bedf7c0d3dbaf7722b312_274","81c24e080905d6ecc25e00770222c603_269","a963e031a0e9d0bd7ea9f5c201bde08a_263","","6f47304ac79aadc337208f6d61504bf4_297","65f1bac1425e1f84709282b5f5eed1ce_304"
"WP_000576079.1","","YhcH/YjgK/YiaL family protein","7","7","1","1","1128","","","","467","467","467","","","8291d5e9ef160a270636991509e0e85c_317","b1b2c14e5b2eae9d99465ee4aa5d53b7_271","f95cc3601e9bedf7c0d3dbaf7722b312_278","81c24e080905d6ecc25e00770222c603_271","a963e031a0e9d0bd7ea9f5c201bde08a_265","","6f47304ac79aadc337208f6d61504bf4_299","65f1bac1425e1f84709282b5f5eed1ce_306"
"group_1788","gspK","type II secretion system minor pseudopilin GspK","7","7","1","1","1464","","","","983","983","983","","","8291d5e9ef160a270636991509e0e85c_822","b1b2c14e5b2eae9d99465ee4aa5d53b7_763","f95cc3601e9bedf7c0d3dbaf7722b312_823","81c24e080905d6ecc25e00770222c603_776","a963e031a0e9d0bd7ea9f5c201bde08a_774","cf4339b1a0ea8d217cfa00a17e46d961_816","6f47304ac79aadc337208f6d61504bf4_796",""
"WP_001272145.1","","fimbrial-like protein","7","7","1","1","1760","","","","179","551","497","","","8291d5e9ef160a270636991509e0e85c_1399","b1b2c14e5b2eae9d99465ee4aa5d53b7_1348","f95cc3601e9bedf7c0d3dbaf7722b312_1408","81c24e080905d6ecc25e00770222c603_1370","a963e031a0e9d0bd7ea9f5c201bde08a_1363","","6f47304ac79aadc337208f6d61504bf4_1379","65f1bac1425e1f84709282b5f5eed1ce_1419"
"WP_120795391.1","","protein YqfI","7","7","1","1","350","","","","83","83","83","","","8291d5e9ef160a270636991509e0e85c_1764","b1b2c14e5b2eae9d99465ee4aa5d53b7_1659","f95cc3601e9bedf7c0d3dbaf7722b312_1715","81c24e080905d6ecc25e00770222c603_1643","a963e031a0e9d0bd7ea9f5c201bde08a_1662","","6f47304ac79aadc337208f6d61504bf4_1584","65f1bac1425e1f84709282b5f5eed1ce_1754"
"WP_001301334.1","","FAD-dependent oxidoreductase","7","7","1","1","3295","","","","1271","1271","1271","","","8291d5e9ef160a270636991509e0e85c_2036","b1b2c14e5b2eae9d99465ee4aa5d53b7_1969","f95cc3601e9bedf7c0d3dbaf7722b312_2067","81c24e080905d6ecc25e00770222c603_1928","a963e031a0e9d0bd7ea9f5c201bde08a_1974","cf4339b1a0ea8d217cfa00a17e46d961_2248","6f47304ac79aadc337208f6d61504bf4_1882",""
"WP_001341599.1","","putative DNA-binding transcriptional regulator","7","7","1","1","2914","","","","371","392","374","","","8291d5e9ef160a270636991509e0e85c_2698","b1b2c14e5b2eae9d99465ee4aa5d53b7_2665","f95cc3601e9bedf7c0d3dbaf7722b312_2857","81c24e080905d6ecc25e00770222c603_2668","a963e031a0e9d0bd7ea9f5c201bde08a_2753","","6f47304ac79aadc337208f6d61504bf4_2624","65f1bac1425e1f84709282b5f5eed1ce_2845"
"torD","","molecular chaperone TorD","7","7","1","1","2051","","","","599","599","599","","","8291d5e9ef160a270636991509e0e85c_5365","b1b2c14e5b2eae9d99465ee4aa5d53b7_5484","f95cc3601e9bedf7c0d3dbaf7722b312_5661","81c24e080905d6ecc25e00770222c603_5601","a963e031a0e9d0bd7ea9f5c201bde08a_5579","","6f47304ac79aadc337208f6d61504bf4_5463","65f1bac1425e1f84709282b5f5eed1ce_3805"
"WP_001190363.1","","NAD(P)H oxidoreductase","7","7","1","1","6283","","","","563","590","586","","","8291d5e9ef160a270636991509e0e85c_5564","b1b2c14e5b2eae9d99465ee4aa5d53b7_5775","f95cc3601e9bedf7c0d3dbaf7722b312_5864","81c24e080905d6ecc25e00770222c603_5802","a963e031a0e9d0bd7ea9f5c201bde08a_5866","","6f47304ac79aadc337208f6d61504bf4_5696","65f1bac1425e1f84709282b5f5eed1ce_6308"
"mngB","","mannosylglycerate hydrolase","7","7","1","1","6069","","","","2633","2633","2633","","","8291d5e9ef160a270636991509e0e85c_6030","b1b2c14e5b2eae9d99465ee4aa5d53b7_6131","f95cc3601e9bedf7c0d3dbaf7722b312_6242","81c24e080905d6ecc25e00770222c603_6158","a963e031a0e9d0bd7ea9f5c201bde08a_6454","","6f47304ac79aadc337208f6d61504bf4_6164","65f1bac1425e1f84709282b5f5eed1ce_6772"
"WP_000832338.1","","hypothetical protein","7","7","1","1","6038","","","","569","569","569","","","8291d5e9ef160a270636991509e0e85c_6090","b1b2c14e5b2eae9d99465ee4aa5d53b7_6189","f95cc3601e9bedf7c0d3dbaf7722b312_6298","81c24e080905d6ecc25e00770222c603_6216","a963e031a0e9d0bd7ea9f5c201bde08a_6514","","6f47304ac79aadc337208f6d61504bf4_6222","65f1bac1425e1f84709282b5f5eed1ce_6830"
"WP_077393215.1","","acetyltransferase","7","7","1","1","5476","","","","443","581","561","de5d112513ebace038d16be8aa9e1273_8508","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_6813","","81c24e080905d6ecc25e00770222c603_6921","a963e031a0e9d0bd7ea9f5c201bde08a_7136","cf4339b1a0ea8d217cfa00a17e46d961_7561","6f47304ac79aadc337208f6d61504bf4_6846","65f1bac1425e1f84709282b5f5eed1ce_7589"
"chiA","","bifunctional chitinase/lysozyme","7","7","1","1","1458","","","","2063","2702","2604","","","8291d5e9ef160a270636991509e0e85c_810","b1b2c14e5b2eae9d99465ee4aa5d53b7_751","f95cc3601e9bedf7c0d3dbaf7722b312_811","81c24e080905d6ecc25e00770222c603_764","a963e031a0e9d0bd7ea9f5c201bde08a_762","cf4339b1a0ea8d217cfa00a17e46d961_804","6f47304ac79aadc337208f6d61504bf4_784",""
"phnE","","phosphonate ABC transporter, permease protein PhnE","7","7","1","1","4014","","","","779","779","779","de5d112513ebace038d16be8aa9e1273_99","2000d99c1a4f4644d4dc8bc5f335fcca_9210","8291d5e9ef160a270636991509e0e85c_8120","","f95cc3601e9bedf7c0d3dbaf7722b312_8358","","a963e031a0e9d0bd7ea9f5c201bde08a_8482","cf4339b1a0ea8d217cfa00a17e46d961_9095","","65f1bac1425e1f84709282b5f5eed1ce_9066"
"zraS","","two-component system sensor histidine kinase ZraS","7","7","1","1","3875","","","","1376","1376","1376","de5d112513ebace038d16be8aa9e1273_369","2000d99c1a4f4644d4dc8bc5f335fcca_9441","8291d5e9ef160a270636991509e0e85c_8330","","f95cc3601e9bedf7c0d3dbaf7722b312_8568","","a963e031a0e9d0bd7ea9f5c201bde08a_8696","cf4339b1a0ea8d217cfa00a17e46d961_9359","","65f1bac1425e1f84709282b5f5eed1ce_9276"
"WP_000181195.1","","Rpn family recombination-promoting nuclease/putative transposase","7","7","1","1","1956","","","","755","944","906","de5d112513ebace038d16be8aa9e1273_9512","2000d99c1a4f4644d4dc8bc5f335fcca_8605","8291d5e9ef160a270636991509e0e85c_7626","","f95cc3601e9bedf7c0d3dbaf7722b312_7925","","a963e031a0e9d0bd7ea9f5c201bde08a_8005","cf4339b1a0ea8d217cfa00a17e46d961_8552","","65f1bac1425e1f84709282b5f5eed1ce_8459"
"WP_021823988.1","","DUF4049 domain-containing protein","7","7","1","1","1281","","","","266","1622","1428","","2000d99c1a4f4644d4dc8bc5f335fcca_541","8291d5e9ef160a270636991509e0e85c_506","b1b2c14e5b2eae9d99465ee4aa5d53b7_455","f95cc3601e9bedf7c0d3dbaf7722b312_515","81c24e080905d6ecc25e00770222c603_462","a963e031a0e9d0bd7ea9f5c201bde08a_458","","6f47304ac79aadc337208f6d61504bf4_484",""
"WP_021575137.1","","autotransporter barrel domain-containing lipoprotein","7","7","1","1","5832","","","","740","5420","3628","","2000d99c1a4f4644d4dc8bc5f335fcca_4949","8291d5e9ef160a270636991509e0e85c_4387","b1b2c14e5b2eae9d99465ee4aa5d53b7_4534","f95cc3601e9bedf7c0d3dbaf7722b312_4541","81c24e080905d6ecc25e00770222c603_4517","a963e031a0e9d0bd7ea9f5c201bde08a_4716","","6f47304ac79aadc337208f6d61504bf4_4462",""
"gspD","","type II secretion system secretin GspD","7","7","1","1","1471","","","","1952","1952","1952","de5d112513ebace038d16be8aa9e1273_1900","","8291d5e9ef160a270636991509e0e85c_836","b1b2c14e5b2eae9d99465ee4aa5d53b7_777","f95cc3601e9bedf7c0d3dbaf7722b312_837","81c24e080905d6ecc25e00770222c603_790","","cf4339b1a0ea8d217cfa00a17e46d961_830","6f47304ac79aadc337208f6d61504bf4_810",""
"yghU","","glutathione-dependent disulfide-bond oxidoreductase","7","7","1","1","8008","","","","866","866","866","de5d112513ebace038d16be8aa9e1273_2590","2000d99c1a4f4644d4dc8bc5f335fcca_1531","8291d5e9ef160a270636991509e0e85c_1500","b1b2c14e5b2eae9d99465ee4aa5d53b7_1449","f95cc3601e9bedf7c0d3dbaf7722b312_1509","","a963e031a0e9d0bd7ea9f5c201bde08a_1464","","","65f1bac1425e1f84709282b5f5eed1ce_1536"
"WP_000651752.1","","DUF1427 family protein","7","7","1","1","2918","","","","158","158","158","de5d112513ebace038d16be8aa9e1273_3965","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2644","f95cc3601e9bedf7c0d3dbaf7722b312_2834","81c24e080905d6ecc25e00770222c603_2647","","cf4339b1a0ea8d217cfa00a17e46d961_3081","6f47304ac79aadc337208f6d61504bf4_2603","65f1bac1425e1f84709282b5f5eed1ce_2824"
"xapA","","xanthosine phosphorylase","7","7","1","1","2922","","","","734","833","818","de5d112513ebace038d16be8aa9e1273_3961","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_2640","f95cc3601e9bedf7c0d3dbaf7722b312_2830","81c24e080905d6ecc25e00770222c603_2643","","cf4339b1a0ea8d217cfa00a17e46d961_3077","6f47304ac79aadc337208f6d61504bf4_2595","65f1bac1425e1f84709282b5f5eed1ce_2820"
"fliI","","flagellum-specific ATP synthase FliI","7","7","1","1","4922","","","","1373","1373","1373","de5d112513ebace038d16be8aa9e1273_5053","2000d99c1a4f4644d4dc8bc5f335fcca_4018","","b1b2c14e5b2eae9d99465ee4aa5d53b7_3614","f95cc3601e9bedf7c0d3dbaf7722b312_3740","","a963e031a0e9d0bd7ea9f5c201bde08a_3799","cf4339b1a0ea8d217cfa00a17e46d961_4110","6f47304ac79aadc337208f6d61504bf4_3549",""
"cheA","","chemotaxis protein CheA","7","7","1","1","899","","","","1964","1964","1964","de5d112513ebace038d16be8aa9e1273_5166","2000d99c1a4f4644d4dc8bc5f335fcca_4125","8291d5e9ef160a270636991509e0e85c_3581","b1b2c14e5b2eae9d99465ee4aa5d53b7_3749","","","a963e031a0e9d0bd7ea9f5c201bde08a_3908","cf4339b1a0ea8d217cfa00a17e46d961_4217","6f47304ac79aadc337208f6d61504bf4_3670",""
"WP_001300356.1","","HlyD family secretion protein","7","7","1","1","682","","","","857","857","857","de5d112513ebace038d16be8aa9e1273_5671","2000d99c1a4f4644d4dc8bc5f335fcca_4629","8291d5e9ef160a270636991509e0e85c_4089","b1b2c14e5b2eae9d99465ee4aa5d53b7_4253","f95cc3601e9bedf7c0d3dbaf7722b312_4351","81c24e080905d6ecc25e00770222c603_4225","a963e031a0e9d0bd7ea9f5c201bde08a_4412","","",""
"WP_000189916.1","","YdfR family protein","7","7","1","1","5741","","","","311","311","311","de5d112513ebace038d16be8aa9e1273_5859","2000d99c1a4f4644d4dc8bc5f335fcca_4817","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4429","","81c24e080905d6ecc25e00770222c603_4411","a963e031a0e9d0bd7ea9f5c201bde08a_4608","","6f47304ac79aadc337208f6d61504bf4_4360","65f1bac1425e1f84709282b5f5eed1ce_5093"
"WP_001092971.1","","lysozyme","7","7","1","1","5742","","","","533","533","533","de5d112513ebace038d16be8aa9e1273_5861","2000d99c1a4f4644d4dc8bc5f335fcca_4819","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4431","","81c24e080905d6ecc25e00770222c603_4413","a963e031a0e9d0bd7ea9f5c201bde08a_4610","","6f47304ac79aadc337208f6d61504bf4_4362","65f1bac1425e1f84709282b5f5eed1ce_5091"
"WP_001071769.1","","DUF2514 domain-containing protein","7","7","1","1","5739","","","","497","497","497","de5d112513ebace038d16be8aa9e1273_5863","2000d99c1a4f4644d4dc8bc5f335fcca_4821","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4433","","81c24e080905d6ecc25e00770222c603_4415","","cf4339b1a0ea8d217cfa00a17e46d961_5001","6f47304ac79aadc337208f6d61504bf4_4364","65f1bac1425e1f84709282b5f5eed1ce_5089"
"WP_001309517.1","","hypothetical protein","7","7","1","1","5752","","","","155","155","155","de5d112513ebace038d16be8aa9e1273_5871","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4441","","81c24e080905d6ecc25e00770222c603_4423","a963e031a0e9d0bd7ea9f5c201bde08a_4620","cf4339b1a0ea8d217cfa00a17e46d961_5009","6f47304ac79aadc337208f6d61504bf4_4372","65f1bac1425e1f84709282b5f5eed1ce_5081"
"WP_001019606.1","","addiction module toxin, GnsA/GnsB family","7","7","1","1","5753","","","","173","173","173","de5d112513ebace038d16be8aa9e1273_5873","","","b1b2c14e5b2eae9d99465ee4aa5d53b7_4446","","81c24e080905d6ecc25e00770222c603_4425","a963e031a0e9d0bd7ea9f5c201bde08a_4622","cf4339b1a0ea8d217cfa00a17e46d961_5011","6f47304ac79aadc337208f6d61504bf4_4374","65f1bac1425e1f84709282b5f5eed1ce_5079"
"gap","","type I glyceraldehyde-3-phosphate dehydrogenase","7","7","1","1","6856","","","","995","1001","1000","de5d112513ebace038d16be8aa9e1273_6191","2000d99c1a4f4644d4dc8bc5f335fcca_5137","8291d5e9ef160a270636991509e0e85c_4585","","f95cc3601e9bedf7c0d3dbaf7722b312_4834","","a963e031a0e9d0bd7ea9f5c201bde08a_4898","cf4339b1a0ea8d217cfa00a17e46d961_5315","","65f1bac1425e1f84709282b5f5eed1ce_4717"
"ydcO","","BenE family transporter YdcO","7","7","1","1","5214","","","","656","1229","1136","","2000d99c1a4f4644d4dc8bc5f335fcca_5109","8291d5e9ef160a270636991509e0e85c_4551","b1b2c14e5b2eae9d99465ee4aa5d53b7_4690","f95cc3601e9bedf7c0d3dbaf7722b312_4802","81c24e080905d6ecc25e00770222c603_4675","a963e031a0e9d0bd7ea9f5c201bde08a_4862","","6f47304ac79aadc337208f6d61504bf4_4618",""
"WP_001135281.1","","lysozyme RrrD","7","7","1","1","6908","","","","497","497","497","","2000d99c1a4f4644d4dc8bc5f335fcca_7288","8291d5e9ef160a270636991509e0e85c_6416","","","81c24e080905d6ecc25e00770222c603_6518","a963e031a0e9d0bd7ea9f5c201bde08a_6289","cf4339b1a0ea8d217cfa00a17e46d961_5843","6f47304ac79aadc337208f6d61504bf4_6028","65f1bac1425e1f84709282b5f5eed1ce_7199"
"ecpC","","fimbrial biogenesis outer membrane usher protein","7","7","1","1","5381","","","","2525","2525","2525","de5d112513ebace038d16be8aa9e1273_8642","2000d99c1a4f4644d4dc8bc5f335fcca_7886","","b1b2c14e5b2eae9d99465ee4aa5d53b7_6947","f95cc3601e9bedf7c0d3dbaf7722b312_7093","81c24e080905d6ecc25e00770222c603_7310","","cf4339b1a0ea8d217cfa00a17e46d961_7691","6f47304ac79aadc337208f6d61504bf4_6982",""
"mhpC","","2-hydroxy-6-oxonona-2,4-dienedioate hydrolase","7","7","1","1","5462","","","","866","866","866","","2000d99c1a4f4644d4dc8bc5f335fcca_7736","8291d5e9ef160a270636991509e0e85c_6835","b1b2c14e5b2eae9d99465ee4aa5d53b7_6833","f95cc3601e9bedf7c0d3dbaf7722b312_6979","81c24e080905d6ecc25e00770222c603_6985","a963e031a0e9d0bd7ea9f5c201bde08a_7156","","6f47304ac79aadc337208f6d61504bf4_6866",""
"WP_001205226.1","","sugar phosphate isomerase/epimerase","7","7","1","1","4125","","","","842","842","842","de5d112513ebace038d16be8aa9e1273_9840","","8291d5e9ef160a270636991509e0e85c_7902","b1b2c14e5b2eae9d99465ee4aa5d53b7_7964","f95cc3601e9bedf7c0d3dbaf7722b312_8136","","a963e031a0e9d0bd7ea9f5c201bde08a_8256","cf4339b1a0ea8d217cfa00a17e46d961_8765","6f47304ac79aadc337208f6d61504bf4_8094",""
"WP_000511289.1","","hypothetical protein","7","7","1","1","984","","","","449","449","449","","2000d99c1a4f4644d4dc8bc5f335fcca_52","8291d5e9ef160a270636991509e0e85c_52","b1b2c14e5b2eae9d99465ee4aa5d53b7_52","f95cc3601e9bedf7c0d3dbaf7722b312_52","81c24e080905d6ecc25e00770222c603_54","","","6f47304ac79aadc337208f6d61504bf4_52","65f1bac1425e1f84709282b5f5eed1ce_51"
"WP_000364884.1","","HlyD family secretion protein","7","7","1","1","1111","","","","1136","1136","1136","","2000d99c1a4f4644d4dc8bc5f335fcca_318","8291d5e9ef160a270636991509e0e85c_291","b1b2c14e5b2eae9d99465ee4aa5d53b7_249","f95cc3601e9bedf7c0d3dbaf7722b312_256","81c24e080905d6ecc25e00770222c603_249","a963e031a0e9d0bd7ea9f5c201bde08a_243","","","65f1bac1425e1f84709282b5f5eed1ce_284"
"bcsA","","UDP-forming cellulose synthase catalytic subunit","7","7","1","1","1186","","","","2618","2618","2618","","2000d99c1a4f4644d4dc8bc5f335fcca_431","8291d5e9ef160a270636991509e0e85c_416","b1b2c14e5b2eae9d99465ee4aa5d53b7_363","f95cc3601e9bedf7c0d3dbaf7722b312_370","81c24e080905d6ecc25e00770222c603_368","a963e031a0e9d0bd7ea9f5c201bde08a_368","","6f47304ac79aadc337208f6d61504bf4_394",""
"WP_001028905.1","","DUF2776 domain-containing protein","7","7","1","1","1279","","","","1052","1052","1052","","2000d99c1a4f4644d4dc8bc5f335fcca_537","8291d5e9ef160a270636991509e0e85c_502","b1b2c14e5b2eae9d99465ee4aa5d53b7_449","f95cc3601e9bedf7c0d3dbaf7722b312_511","81c24e080905d6ecc25e00770222c603_458","a963e031a0e9d0bd7ea9f5c201bde08a_454","","6f47304ac79aadc337208f6d61504bf4_480",""
"group_3588","phoB","transcriptional regulator PhoB","7","7","1","1","1420","","","","731","731","731","","2000d99c1a4f4644d4dc8bc5f335fcca_805","8291d5e9ef160a270636991509e0e85c_736","b1b2c14e5b2eae9d99465ee4aa5d53b7_677","f95cc3601e9bedf7c0d3dbaf7722b312_735","81c24e080905d6ecc25e00770222c603_690","a963e031a0e9d0bd7ea9f5c201bde08a_688","","6f47304ac79aadc337208f6d61504bf4_710",""
"WP_001355538.1","","fimbrial biogenesis outer membrane usher protein","7","7","1","1","1646","","","","2516","2516","2516","","2000d99c1a4f4644d4dc8bc5f335fcca_1236","8291d5e9ef160a270636991509e0e85c_1197","b1b2c14e5b2eae9d99465ee4aa5d53b7_1146","f95cc3601e9bedf7c0d3dbaf7722b312_1206","81c24e080905d6ecc25e00770222c603_1169","a963e031a0e9d0bd7ea9f5c201bde08a_1149","","6f47304ac79aadc337208f6d61504bf4_1177",""
"WP_001198807.1","","DUF805 domain-containing protein","7","7","1","1","1685","","","","356","356","356","","2000d99c1a4f4644d4dc8bc5f335fcca_1315","8291d5e9ef160a270636991509e0e85c_1276","b1b2c14e5b2eae9d99465ee4aa5d53b7_1225","f95cc3601e9bedf7c0d3dbaf7722b312_1285","81c24e080905d6ecc25e00770222c603_1244","a963e031a0e9d0bd7ea9f5c201bde08a_1228","","6f47304ac79aadc337208f6d61504bf4_1256",""
"WP_000469266.1","","hypothetical protein","7","7","1","1","1768","","","","170","170","170","","2000d99c1a4f4644d4dc8bc5f335fcca_1441","8291d5e9ef160a270636991509e0e85c_1406","b1b2c14e5b2eae9d99465ee4aa5d53b7_1355","f95cc3601e9bedf7c0d3dbaf7722b312_1415","81c24e080905d6ecc25e00770222c603_1377","a963e031a0e9d0bd7ea9f5c201bde08a_1370","","6f47304ac79aadc337208f6d61504bf4_1386",""
"yggF","","class II fructose-bisphosphatase","7","7","1","1","377","","","","965","965","965","","2000d99c1a4f4644d4dc8bc5f335fcca_1807","8291d5e9ef160a270636991509e0e85c_1711","b1b2c14e5b2eae9d99465ee4aa5d53b7_1574","","81c24e080905d6ecc25e00770222c603_1590","a963e031a0e9d0bd7ea9f5c201bde08a_1609","","6f47304ac79aadc337208f6d61504bf4_1531","65f1bac1425e1f84709282b5f5eed1ce_1689"
"WP_001333829.1","","prepilin peptidase PppA","7","7","1","1","8033","","","","809","809","809","","2000d99c1a4f4644d4dc8bc5f335fcca_1579","8291d5e9ef160a270636991509e0e85c_1550","","f95cc3601e9bedf7c0d3dbaf7722b312_1557","81c24e080905d6ecc25e00770222c603_1507","a963e031a0e9d0bd7ea9f5c201bde08a_1512","cf4339b1a0ea8d217cfa00a17e46d961_1568","","65f1bac1425e1f84709282b5f5eed1ce_1584"
"WP_001300710.1","","transcriptional regulator","7","7","1","1","54","","","","809","809","809","","2000d99c1a4f4644d4dc8bc5f335fcca_2027","","b1b2c14e5b2eae9d99465ee4aa5d53b7_1803","f95cc3601e9bedf7c0d3dbaf7722b312_1901","81c24e080905d6ecc25e00770222c603_1762","a963e031a0e9d0bd7ea9f5c201bde08a_1802","","6f47304ac79aadc337208f6d61504bf4_1722","65f1bac1425e1f84709282b5f5eed1ce_1906"
"WP_000109526.1","","ferredoxin family protein","7","7","1","1","3302","","","","260","260","260","","2000d99c1a4f4644d4dc8bc5f335fcca_2195","8291d5e9ef160a270636991509e0e85c_2034","b1b2c14e5b2eae9d99465ee4aa5d53b7_1967","f95cc3601e9bedf7c0d3dbaf7722b312_2065","81c24e080905d6ecc25e00770222c603_1926","a963e031a0e9d0bd7ea9f5c201bde08a_1972","","6f47304ac79aadc337208f6d61504bf4_1884",""
"WP_000165699.1","","MFS transporter","7","7","1","1","3426","","","","1184","1184","1184","","2000d99c1a4f4644d4dc8bc5f335fcca_2377","8291d5e9ef160a270636991509e0e85c_2204","b1b2c14e5b2eae9d99465ee4aa5d53b7_2135","f95cc3601e9bedf7c0d3dbaf7722b312_2233","","a963e031a0e9d0bd7ea9f5c201bde08a_2160","cf4339b1a0ea8d217cfa00a17e46d961_2531","","65f1bac1425e1f84709282b5f5eed1ce_2317"
"hyfR","","DNA-binding transcriptional regulator HyfR","7","7","1","1","2999","","","","2012","2012","2012","","2000d99c1a4f4644d4dc8bc5f335fcca_2717","8291d5e9ef160a270636991509e0e85c_2528","b1b2c14e5b2eae9d99465ee4aa5d53b7_2484","f95cc3601e9bedf7c0d3dbaf7722b312_2674","81c24e080905d6ecc25e00770222c603_2487","a963e031a0e9d0bd7ea9f5c201bde08a_2583","","6f47304ac79aadc337208f6d61504bf4_2439",""
"hyfI","","hydrogenase 4 catalytic subunit HyfI","7","7","1","1","2997","","","","758","758","758","","2000d99c1a4f4644d4dc8bc5f335fcca_2721","8291d5e9ef160a270636991509e0e85c_2532","b1b2c14e5b2eae9d99465ee4aa5d53b7_2488","f95cc3601e9bedf7c0d3dbaf7722b312_2678","81c24e080905d6ecc25e00770222c603_2491","a963e031a0e9d0bd7ea9f5c201bde08a_2587","","6f47304ac79aadc337208f6d61504bf4_2443",""
"hyfE","","hydrogenase 4 membrane subunit","7","7","1","1","2993","","","","650","650","650","","2000d99c1a4f4644d4dc8bc5f335fcca_2729","8291d5e9ef160a270636991509e0e85c_2540","b1b2c14e5b2eae9d99465ee4aa5d53b7_2496","f95cc3601e9bedf7c0d3dbaf7722b312_2686","81c24e080905d6ecc25e00770222c603_2499","a963e031a0e9d0bd7ea9f5c201bde08a_2595","","6f47304ac79aadc337208f6d61504bf4_2451",""
